From,To,Strength,Technique,Description,Collator,Reference
Visceral area (VISC),Caudoputamen (CP),strong,biocytin,The projection to the CPu formed a dense plexus (photomicrograph (a) in Fig. 10) in its ventral part from 0.9 to 2.4 mm posterior to bregma. Collator note: Swanson Atlas Levels 22-28.,Mihail Bota,"Kimura A., Imbe H. &... - Efferent connections of an auditory area... (2010) , pp. 1140-1157"
Anterior laterolateral visual area (VISlla),Caudoputamen (CP),moderate/strong,PHAL,"Collator note: terminal field in the caudalmost part of the caudoputamen, in its lateral sector. See Fig. 4A, Swanson Atlas Levels 31-32.",Mihail Bota,"Mcdonald A.J. &... - Cortico-cortical and cortico-amygdaloid... (1996) , pp. 37-54"
Gustatory areas (GU),Caudoputamen (CP),moderate/strong,HRP/WGA,"many labeled axons were observed to enter the caudate-putamen via the external capsule (Fig. 5B). These labeled fibers were divided into two groups; one group ran ventrally in the caudateputamen to terminate in the FStr, CeL, CeM, and rostrodorsal part of the La. Collator note: label in the ventral corner of the CP. See Fig. 5B, Swanson Atlas Levels 20-21.",Mihail Bota,"Nakashima M, Uemura... - An anterograde and retrograde... (2000) , pp. 297-309"
Orbital area medial part (ORBm),Caudoputamen (CP),moderate/strong,PHAL,"Collator note: the CP is moderately-top-strong innervated, with a medial pattern, which is visible in all sections. The lateral and dorsolateral sectors of the CP are devoid of fibers.",Mihail Bota,"Hoover W.B & Vertes... - Projections of the medial orbital and... (2011) , pp. 3766-3801"
Perirhinal area (PERI),Caudoputamen (CP),moderate/strong,PHAL,"[] the entire nucleus accumbens displayed dense fiber labelling as did the fundus of the striatum (Fig. 6C) and the lateral border of the head and body of the caudate nucleus. Collator note: Fig. 4D-E, Swanson Atlas Levels 10-16.",Mihail Bota,"McIntyre D.C, Kelly... - Efferent projections of the anterior... (1996) , pp. 302-318"
Primary auditory area (AUDp),Caudoputamen (CP),moderate/strong,biocytin,"Collator note: terminal field in the dorsal CP. The label is stronger in the dorsolateral part. See Fig 5A, Swanson Atlas Level 16.",Mihail Bota,"Shi C.J & Cassell... - Cortical, thalamic and amygdaloid... (1997) , pp. 153-175"
Primary auditory area (AUDp),Caudoputamen (CP),moderate/strong,PHAL,"ALd and the caudal striatum were labeled, as was the amygdalostriatal transition zone (AST) (Fig. 4a; see also Fig. 9B). Collator note: labeling of the dorsal corner of the caudal LA, and of the ventral corner of the CP. See Fig. 4a-b, Swanson Atlas Levels 26-29.",Mihail Bota,"Romanski LM & LeDoux... - Information cascade from primary... (1993) , pp. 515-532"
Primary somatosensory area (SSp),Caudoputamen (CP),moderate/strong,biotinylated dextran amine (BDA),"Collator note: terminal field in the dorsolateral quadrant of the caudal CP. See Fig. 4Db-c, Swanson Atlas Levels 24-26 (-1.3 mm - -1.6 mm from bregma).",Mihail Bota,"Liao CC & Yen CT - Functional connectivity of the secondary... (2008) , pp. 960-973"
Supplemental somatosensory area (SSs),Caudoputamen (CP),moderate/strong,biocytin,"Collator note: extensive terminal field in the dorsolateral part of the CP. See Fig 4A, Swanson Atlas Level 16.",Mihail Bota,"Shi C.J. & Cassell... - Cascade projections from somatosensory... (1998) , pp. 469-491"
Supplemental somatosensory area (SSs),Caudoputamen (CP),moderate/strong,biocytin,"Collator note: strong terminal field in the ventrocaudal part of the CP, extending into LA, and BLA. See Fig.4 A, Swanson Atlas Levels 26-27.",Mihail Bota,"Shi C.J. & Cassell... - Cascade projections from somatosensory... (1998) , pp. 469-491"
Agranular insular area dorsal part (AId),Caudoputamen (CP),moderate,PHAL,"Case pg573, fig9. Soma notes PHA-L inj. Terminal notes ventrolateral corner.",Gully Burns,"Gaykema RP, van... - Prefrontal cortical projections to the... (1991) , pp. 563-83"
Anterior cingulate area dorsal part (ACAd),Caudoputamen (CP),moderate,PHAL,"Case pg228, fig7. Soma notes PHA-L inj was centered in {3,4,5,6}, of dorsal anterior cingulate and medial precental cortices. Terminal notes In the striatum, labelled fibres assumed a more dorsolateral position ... than prelimbic injections. --obs fig7D--.",Gully Burns,"Sesack SR, Deutch... - Topographical organization of the... (1989) , pp. 213-42"
Anterior cingulate area dorsal part (ACAd),Caudoputamen (CP),moderate,PHAL,"Collator note: the terminal field in CP is maintained only in its dorsal part, mid-rostro-caudally. See Fig. 7D-F, Swanson Atlas Levels 13-21.",Mihail Bota,"Sesack SR, Deutch... - Topographical organization of the... (1989) , pp. 213-42"
Anterior cingulate area ventral part (ACAv),Caudoputamen (CP),moderate,radioactive aminoacids,"Label in the rostralmost part of the caudoputament. More caudally, the label is present in a specific pattern. See Fig. 4B, Swanson Atlas Levels 9-10.",Mihail Bota,"Beckstead RM. - An autoradiographic examination of... (1979) , pp. 43-62"
Basolateral nucleus of the amygdala anterior part (BLAa),Caudoputamen (CP),moderate,PHAL,"Collator note: terminal in the rostral CP, at least moderate, in the ventral half. See Fig. 10C, Swanson Atlas Levels 12-13.",Mihail Bota,"Groenewegen H.J.,... - The anatomical relationship of the... (1990) , pp. 95-116"
Basolateral nucleus of the amygdala anterior part (BLAa),Caudoputamen (CP),moderate,PHAL,"Collator note: terminal field in the medial half of the CP, in this level, continuing in the FS, which is labeled completely. See Fig. 10D, Swanson Atlas Levels 17-18.",Mihail Bota,"Groenewegen H.J.,... - The anatomical relationship of the... (1990) , pp. 95-116"
Bed nuclei of the stria terminalis juxtacapsular nucleus (BSTju),Caudoputamen (CP),moderate,PHAL,"a moderate number of axons turn laterally to enter the CP where they branch extensively and display many terminal boutons in ventromedial regions (Fig. 4C-G, Fig. 5A).",Mihail Bota,"Dong H., Petrovich... - Organization of projections from the... (2000) , pp. 1-14"
Dorsal auditory areas (AUDd),Caudoputamen (CP),moderate,biocytin,"The projection to the CPu terminated diffusely in the caudal part from 3.03.6 mm posterior to bregma (Fig. 12). Collator note: terminal field in the ventrocaudal sector of the CP, just above the lateral amygdala. See Fig. 12, Swanson Atlas Levels 29-31.",Mihail Bota,"Kimura A., Donishi... - Efferent connections of posterodorsal... (2004) , pp. 399-419"
Dorsal auditory areas (AUDd),Caudoputamen (CP),moderate,biocytin,"[...] other plexuses of labeled axons appeared in the dorsal part of the middle CPu (1.7 0.3 mm posterior to bregma) adjacent to the lateral ventricle. In further rostral sections, labeling in the dorsal part, although sparse, was observed up to 1.4 mm anterior to bregma. Collator note: terminal field in dorsomedial sector of the mid-rostro-caudal to rostral amydala. See Fig. 12 and text above, Swanson Atlas Levels 12-22.",Mihail Bota,"Kimura A., Donishi... - Efferent connections of posterodorsal... (2004) , pp. 399-419"
Field CA1 (CA1),Caudoputamen (CP),moderate,biotinylated dextran amine (BDA),"Collator note: label in the ventrocaudal corner of the CP. See Fig. 4C, Swanson Atlas Levels 28-29.",Mihail Bota,"Kishi T., Tsumori... - Topographical projection from the... (2006) , pp. 348-368"
Globus pallidus medial segment (GPm),Caudoputamen (CP),moderate,HRP/WGA,"Case pg195, fig3. Soma notes In all cases, numerous labeled perikarya found in ipsi caudate putamen. Only part of CP rostal to cross-over of anterior commisure contained labeled neurons. Dorsal EP injs: dorsal CP label. Ventral EP injs: ventral CP label. Dorsal Injs denser label.. Terminal notes Inj sites of WGA-HRP placed in different subregions of EP --entopeduncular nucleus-- ?5 rats injected in dorsal EP, 4 rats had injs placed in ventral part..",Gully Burns,"Fink-Jensen A,... - The striato-entopeduncular pathway in... (1989) , pp. 194-8"
Gustatory areas (GU),Caudoputamen (CP),moderate,biocytin,"Rostrally, the labeling in CL continued into the medial part of the fundus striati (Fig. 7A). Collator note: what authors name fundus striati is the caudoventral sector of the CP, moderately labeled in this case. See Fig. 7A, Swanson Atlas Levels 26-27.",Mihail Bota,"Shi C.J & Cassell... - Cortical, thalamic, and amygdaloid... (1998) , pp. 440-468"
Infralimbic area (ILA),Caudoputamen (CP),moderate,PHAL,"Collator note: PHAL injection in the central part of the PL, Swanson Atlas Levels 9-10. The characteristic shape of the anterior forceps of the claustrum was taken as landmark.",Mihail Bota,"Fisk G.A. & Wyss... - Descending projections of infralimbic... (2000) , pp. 83-95"
Orbital area lateral part (ORBl),Caudoputamen (CP),moderate,PHAL,"Case pg335-6, fig19. Soma notes In 8 cases, PHA-L deposits placed in orbital subfields of prefron ctx. Deposit in case RP-89363 predominantly involves layers II, III & superficial V of lateral orbital area. Terminal notes resulting terminal label distinctly inhomogeneous & is located centrally in caudate putamen at intermediate rostrocaudal levels. Caudally labeled fibres shift to a more dorsal & medial position..",Gully Burns,"Berendse HW,... - Topographical organization and... (1992) , pp. 314-47"
Orbital area medial part (ORBm),Caudoputamen (CP),moderate,PHAL,"Case pg570. Soma notes In 5 other cases more than one cortex area was involved, RG16: MO, IL, & DPC. PHA-L injections --In fig1 injection seems completely enclosed in MO-. Terminal notes There is a strong innervation of medial segments of both CPu & Acn in a similar fashion to projections originating in PL & IL ???.",Gully Burns,"Gaykema RP, van... - Prefrontal cortical projections to the... (1991) , pp. 563-83"
Orbital area medial part (ORBm),Caudoputamen (CP),moderate,PHAL,"Case pg570. Soma notes In 5 other cases more than one cortex area was involved, RG16: MO, IL, & DPC. PHA-L injections --In fig1 injection seems completely enclosed in MO-. Terminal notes There is a strong innervation of medial segments of both CPu & Acn in a similar fashion to projections originating in PL & IL ???.",Gully Burns,"Gaykema RP, van... - Prefrontal cortical projections to the... (1991) , pp. 563-83"
Orbital area ventral part (ORBv),Caudoputamen (CP),moderate,PHAL,"Case pg335, fig18. Soma notes In 8 cases, PHA-L deposits placed in orbital subfields of prefron ctx. Inj in case RP-90404 largely restricted to layers II, III & superficial V of ventral orbital area. Small No. of labeled neurons in deep layers of frontal pole not attributed to area.. Terminal notes resulting terminal plexus in striatum largely confined to caudate-putamen where it occupies a ventromedial region adj to lateral ventricle. Plexus extends throughout roscau extent of CP & most dense at intermediate lvls.",Gully Burns,"Berendse HW,... - Topographical organization and... (1992) , pp. 314-47"
Orbital area ventrolateral part (ORBvl),Caudoputamen (CP),moderate,PHAL,"Case pg572, fig7. Soma notes PHA-L inj confined to ventrolateral orbital cortex.. Terminal notes Bundles course through medial part of ventral CPu & project intensely to circumscribed areas in medial part of CPu..",Gully Burns,"Gaykema RP, van... - Prefrontal cortical projections to the... (1991) , pp. 563-83"
Perirhinal area (PERI),Caudoputamen (CP),moderate,PHAL,"Collator note: a second terminal field in the CP, in its lateral part, parallel with the external capsule. This field is present from most rostral levels, where is rather weak, to caudal level, increasing continuosly.",Mihail Bota,"McIntyre D.C, Kelly... - Efferent projections of the anterior... (1996) , pp. 302-318"
Postpiriform transition area (TR),Caudoputamen (CP),moderate,PHAL,"Collator note: the labeling in the FS extends in the ventral part of the CP. 0.00 mm from bregma, Swanson Atlas Level 17.",Mihail Bota,"McDonald A.J.,... - Cortical afferents to the extended... (1999) , pp. 309-338"
Prelimbic area (PL),Caudoputamen (CP),moderate,PHAL,"Case pg570, fig3. Soma notes PHA-L inj, fig3 PL/ILA. Terminal notes medial, dense plexus of terminals.",Gully Burns,"Gaykema RP, van... - Prefrontal cortical projections to the... (1991) , pp. 563-83"
Prelimbic area (PL),Caudoputamen (CP),moderate,PHAL,"Collator note: injection with PHAL shown in Fig. 4A, in PL, which corresponds to Swanson Atlas Level 9. The injection covers the entire PL with possible extension into the ventral ACd.",Mihail Bota,"Fisk G.A. & Wyss... - Descending projections of infralimbic... (2000) , pp. 83-95"
Prelimbic area (PL),Caudoputamen (CP),moderate,HRP/WGA,"Ipsilaterally. the label was present in the medial part of the anterior basolateral nucleus (BLNa) and over the longitudinal association bundle and ventral part of the caudate-putamen (fundus striati). Collator note: difficult to evaluate the strength and extent of the terminal field. Assumed moderate labeling. See Fig. 4B, Swanson Atlas Levels 26-27.",Mihail Bota,"Cassell M.D. &... - Topography of projections from the... (1986) , pp. 321-333"
Primary motor area (MOp),Caudoputamen (CP),moderate,autoradiography,"Case pg216, fig8. Soma notes Inj Site ([3H]leucine) in brain 84003 affects AGl with little or no encroachment on AGm. Terminal notes A bilateral system of fibres distrubute to the caudate-putamen continues through the fundus striati.",Gully Burns,"Reep RL, Corwin JV,... - Efferent connections of the rostral... (1987) , pp. 203-21"
Primary visual area (VISp),Caudoputamen (CP),moderate,autoradiography,"Case pg1120, fig5. Soma notes four iontophoretic injections of [3H]A.A. were placed at 0.8-1.0mm intervals in ?entral longitudinal regions of the visual cortex. In each case the separate cortical injections overlapped and coalesced the adjacent injection sites.. Terminal notes Injections in all three cases led to labelling throughout the entire rostrocaudal extent of the ipsilateral striatum, quite sparse in rostral striatum but moderately dense at more caudal levels, very sparse label present contralaterally.",Gully Burns,"Faull RL, Nauta WJ,... - The visual cortico-striato-nigral... (1986) , pp. 1119-32"
Retrosplenial area dorsal part (RSPd),Caudoputamen (CP),moderate,PHAL,"Case pg207, fig6. Soma notes a large injection of PHA-L into middle (rostrocaudal) part of Rdg. Terminal notes many labelled fibres in the cingulum bundle continued further rostrally to terminate in the IR cortex and caudate putamen, second group if subcortically directed axons terminate in dorsomedial CP.",Gully Burns,"van Groen T, Wyss... - Connections of the retrosplenial... (1992) , pp. 200-16"
Retrosplenial area lateral agranular part (RSPagl),Caudoputamen (CP),moderate,PHAL,"More 17ly, these terminal fields become less dense, and a group of axons turns 15ly to generate a more diffuse terminal field in ventro17 regions of the ipsilateral caudoputamen Fig. 5F. Collator note: Swanson Atlas Level 31.",Mihail Bota,"Risold P.Y.,... - The structural organization of... (1997) , pp. 197-254"
Secondary motor area (MOs),Caudoputamen (CP),moderate,radioactive aminoacids,"See Fig. 3C, Swanson Atlas Levels 12-13.",Mihail Bota,"Reep RL, Corwin JV,... - Efferent connections of the rostral... (1987) , pp. 203-21"
Secondary motor area (MOs),Caudoputamen (CP),moderate,radioactive aminoacids,"Collator note: CP is labeled consistently in its more caudal part, dorsally. See Fig. D-E, Swanson Atlas Levels 23-27.",Mihail Bota,"Reep RL, Corwin JV,... - Efferent connections of the rostral... (1987) , pp. 203-21"
Secondary motor area (MOs),Caudoputamen (CP),moderate,PHAL,"Collator note: label of the CP, in its dorsolateral quadrant. See Fig. 6B-E, Swanson Atlas Levels 10-23 (+2.2 - -1.0 mm from bregma).",Mihail Bota,"Guandalini P. - The corticocortical projections of the... (1998) , pp. 377-385"
Substantia nigra (SN),Caudoputamen (CP),moderate,HRP/WGA,"Case pg288, fig2. Soma notes Retrograde label confirms previous findings in rat. These include ipsilateral inputs from ?striatum. --Fig2: moderate/dense label in CP-. Terminal notes Inj of WGA-HRP confined to substantia nigra shown in Fig2. Inj centred in pars reticulata & led to dense labeling of neurons, (direct somal or dendritic uptake in SNr & SNc). Inj did not spread into adj VTA inferered by absence of label in VTA & ACB..",Gully Burns,"Gerfen CR, Staines... - Crossed connections of the substantia... (1982) , pp. 283-303"
Substantia nigra reticular part (SNr),Caudoputamen (CP),moderate,autoradiography,Case pg204. Soma notes 3H A.A. inj. Terminal notes smaller number than labelled with SNc injections.,Gully Burns,"Beckstead RM,... - Efferent connections of the substantia... (1979) , pp. 191-217"
Ventral tegmental area (VTA),Caudoputamen (CP),moderate,autoradiography,"Case pg198, fig3. Soma notes 3H proline/3H leucine inj. Terminal notes not specified..",Gully Burns,"Beckstead RM,... - Efferent connections of the substantia... (1979) , pp. 191-217"
Visceral area (VISC),Caudoputamen (CP),moderate,biocytin,A moderately dense band of terminal and fiber labeling was located in the ventrolateral part of the caudate-putamen. Collator note: figure not shown.,Mihail Bota,"Shi C.J & Cassell... - Cortical, thalamic, and amygdaloid... (1998) , pp. 440-468"
"Entorhinal area, lateral part (ENTl)",Caudoputamen (CP),moderate/weak,autoradiography,"Collator note: label in the ventral sector of the caudal CP. Unclear where the field ends. See Fig. 9C, Swanson Atlas Levels 26-27.",Mihail Bota,"Luskin M.B & Price... - The topographic organization of... (1983) , pp. 264-291"
Field CA1 (CA1),Caudoputamen (CP),moderate/weak,biotinylated dextran amine (BDA),"Collator note: label in the ventral corner of the caudal CP. See Fig 7C, Swanson Atlas Level 29.",Mihail Bota,"Kishi T., Tsumori... - Topographical projection from the... (2006) , pp. 348-368"
Nucleus of the lateral olfactory tract (NLOT),Caudoputamen (CP),moderate/weak,PHAL,"Collator note: labeling of the caudo-ventral corner of the CP. See Fig. 6 H-J, Swanson Atlas Levels 25-29.",Mihail Bota,"Witter M.P.,... - Heterogeneity in the dorsal subiculum of... (1990) , pp. 718-725"
Nucleus of the lateral olfactory tract (NLOT),Caudoputamen (CP),moderate/weak,PHAL,"Collator note: labeling of the caudo-ventral corner of the CP. See Fig. 6 H-J, Swanson Atlas Levels 25-29.",Mihail Bota,"Santiago A.C. &... - Efferent connections of the nucleus of... (2004) , pp. 314-332"
Subiculum ventral part (SUBv),Caudoputamen (CP),moderate/weak,biotinylated dextran amine (BDA),"Collator note: label in the ventrocaudal corner of the CP. See Fig. 3C, Swanson Atlas Levels 28-29.",Mihail Bota,"Kishi T., Tsumori... - Topographical projection from the... (2006) , pp. 348-368"
Supplemental somatosensory area (SSs),Caudoputamen (CP),moderate/weak,biocytin,"Collator note: a second terminal field in the CP, medial of the dorsolateral one. This field is vertical, spanning almost the entire height of the CP in this level. See Fig 4A, Swanson Atlas Level 16.",Mihail Bota,"Shi C.J. & Cassell... - Cascade projections from somatosensory... (1998) , pp. 469-491"
Supplemental somatosensory area (SSs),Caudoputamen (CP),moderate/weak,biotinylated dextran amine (BDA),"Collator note: terminal field in the dorsolateral quadrant of the caudal CP. See Fig. 4Dc, Swanson Atlas Level 27 (-2.00 mm from bregma).",Mihail Bota,"Liao CC & Yen CT - Functional connectivity of the secondary... (2008) , pp. 960-973"
Agranular insular area dorsal part (AId),Caudoputamen (CP),weak,biocytin,"Collator note: sparse terminal field in the ventrocaudal corner of the CP. See Fig. 11C, Swanson Atlas Levels 25-26.",Mihail Bota,"Shi C.J & Cassell... - Cortical, thalamic, and amygdaloid... (1998) , pp. 440-468"
Anterior cingulate area (ACA),Caudoputamen (CP),weak,autoradiography,"Case pg62, fig1,2. Soma notes small injs of equal parts of L-[2,3-3H]proline & L-[4,5-3H]leucine ?all injs unilateral & aimed at various small areas of prefrontal cortex (N=38)?pregenual & supragenual injs --ILA/PL & ACA-. Terminal notes both areas project densely to medial (ventricular) 1/3 of CP throughout roscau extent..",Gully Burns,"Beckstead RM. - Convergent prefrontal and nigral... (1979) , pp. 59-64"
Anterior cingulate area ventral part (ACAv),Caudoputamen (CP),weak,autoradiography,"Case pg53, fig4. Soma notes 3H A.A. inj. into anterior ACAd/ACAv. Terminal notes not specified..",Gully Burns,"Beckstead RM. - An autoradiographic examination of... (1979) , pp. 43-62"
Bed nuclei of the stria terminalis anterolateral area (BSTal),Caudoputamen (CP),weak,PHAL,None provided.,Hong-Wei Dong,Dong H-W & Swanson... - Organization of axonal projections from... (2003)
Bed nuclei of the stria terminalis anterolateral area (BSTal),Caudoputamen (CP),weak,PHAL,None provided.,Hong-Wei Dong,Dong H-W & Swanson... - Organization of axonal projections from... (2003)
Infralimbic area (ILA),Caudoputamen (CP),weak,PHAL,"Case pg570, fig3. Soma notes PHA-L inj, fig3 PL/ILA. Terminal notes not specified..",Gully Burns,"Gaykema RP, van... - Prefrontal cortical projections to the... (1991) , pp. 563-83"
Lateral hypothalamic area (LHA),Caudoputamen (CP),weak,HRP/WGA,"Case pg427, fig5. Soma notes WGA-HRP inj into depressor sites, core of inj site in LHAp/LHAt/VTA/SN. Terminal notes not specified..",Gully Burns,"Allen GV, Cechetto... - Functional and anatomical organization... (1993) , pp. 421-38"
