,node1,node1Label,node2,node2Label,Similarity
8,Ariano_1997_sections_GluR1_NMDAR1_NMDAR1_neuron_quantitation,Analysis,Ariano_1997_sections_D2_NMDAR1_NMDAR1_neuron_quantitation_3,Analysis,1.0
10,Ariano_1997_sections_GluR1_NMDAR1_NMDAR1_neuron_quantitation,Analysis,Ariano_1997_sections_D1A_NMDAR1_NMDAR1_neuron_quantitation_2,Analysis,1.0
4,Ariano_1997_sections_GluR1double_GluR1_mRNA_neuron_quantitation_1,Analysis,Ariano_1997_sections_GluR1_D1A_GluR1_mRNA_neuron_quantitation_2,Analysis,1.0
6,Ariano_1997_sections_GluR1double_GluR1_mRNA_neuron_quantitation_1,Analysis,Ariano_1997_sections_GluR1double_GluR1_neuron_quantitation_1,Analysis,1.0
0,Ariano_1997_sections_GluR1double_GluR1_neuron_quantitation_1,Analysis,Ariano_1997_sections_GluR1_D1A_GluR1_mRNA_neuron_quantitation_2,Analysis,1.0
2,Ariano_1997_sections_GluR1double_GluR1_neuron_quantitation_1,Analysis,Ariano_1997_sections_GluR1double_GluR1_mRNA_neuron_quantitation_1,Analysis,1.0
80,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,Dodds_2014_sections_neurons_quantitation,Analysis,1.0
82,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,1.0
84,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,Dodds_2014_sections_neurons_quantitation,Analysis,1.0
86,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,1.0
265,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,Hamre_1999_AKR/J_sections_TH_neurons_quantitation,Analysis,1.0
266,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
267,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,Johnson_2010b_mouse_sections_TH_neurons_quantitation,Analysis,1.0
268,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,1.0
263,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,Hamre_1999_AKR/J_sections_TH_neurons_quantitation,Analysis,1.0
264,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
305,Barcia_2012_sections_NADPH_neurons_quantitation,Analysis,Alexi_1997_sections_nadph_neurons_quantitation,Analysis,1.0
88,Bayer_1994_sections_midbrain_THneuron_quantitation,Analysis,Lieb_1996_P14_sections_TH_neurons_quantitation,Analysis,1.0
90,Bayer_1994_sections_midbrain_THneuron_quantitation,Analysis,Lieb_1996_sections_TH_neurons_quantitation,Analysis,1.0
421,Bostanci_2008_sections_neurons_quantitation,Analysis,Bostanci_2010_sections_neurons_quantitation,Analysis,1.0
422,Bostanci_2008_sections_neurons_quantitation,Analysis,Bostanci_2013_sections_neurons_quantitation,Analysis,1.0
425,Bostanci_2010_sections_neurons_quantitation,Analysis,Bostanci_2013_sections_neurons_quantitation,Analysis,1.0
426,Bostanci_2010_sections_neurons_quantitation,Analysis,Bostanci_2008_sections_neurons_quantitation,Analysis,1.0
423,Bostanci_2013_sections_neurons_quantitation,Analysis,Bostanci_2010_sections_neurons_quantitation,Analysis,1.0
424,Bostanci_2013_sections_neurons_quantitation,Analysis,Bostanci_2008_sections_neurons_quantitation,Analysis,1.0
427,Bowenkamp_2000_adult_sections_TH_neurons_quantitation,Analysis,Bowenkamp_2000_old_sections_TH_neurons_quantitation,Analysis,1.0
428,Bowenkamp_2000_old_sections_TH_neurons_quantitation,Analysis,Bowenkamp_2000_adult_sections_TH_neurons_quantitation,Analysis,1.0
512,Breckenridge_2013_study4_sections_CV_neurons_quantitation,Analysis,Breckenridge_2013_study5_sections_DAB_all_neurons,Analysis,1.0
509,Breckenridge_2013_study4_sections_TH_neurons_quantitation,Analysis,Taylor_2014_6m_sections_TH_neurons_quantitation,Analysis,1.0
510,Breckenridge_2013_study4_sections_TH_neurons_quantitation,Analysis,Taylor_2014_30m_sections_TH_neurons_quantitation,Analysis,1.0
511,Breckenridge_2013_study4_sections_all_neurons_quantitation,Analysis,Breckenridge_2013_study5_sections_fluorescent_all_neurons,Analysis,1.0
513,Breckenridge_2013_study5_sections_DAB_all_neurons,Analysis,Breckenridge_2013_study4_sections_CV_neurons_quantitation,Analysis,1.0
429,Breckenridge_2013_study5_sections_TH_neurons_quantitation,Analysis,Horvath_2011_sections_TH_neurons_quantitation,Analysis,1.0
430,Breckenridge_2013_study5_sections_TH_neurons_quantitation,Analysis,Parish_2001_sections_snc_TH_neurons_quantitation,Analysis,1.0
514,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation,Analysis,Taylor_2014_6m_sections_TH_neurons_quantitation,Analysis,1.0
515,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation,Analysis,Taylor_2014_30m_sections_TH_neurons_quantitation,Analysis,1.0
516,Breckenridge_2013_study5_sections_fluorescent_all_neurons,Analysis,Breckenridge_2013_study4_sections_all_neurons_quantitation,Analysis,1.0
530,Busceti_2008_PN16_sections_TH_neurons_quantitation,Analysis,Busceti_2008_PN8_sections_TH_neurons_quantitation,Analysis,1.0
531,Busceti_2008_PN16_sections_TH_neurons_quantitation,Analysis,Busceti_2008_PN1_sections_TH_neurons_quantitation,Analysis,1.0
528,Busceti_2008_PN1_sections_TH_neurons_quantitation,Analysis,Busceti_2008_PN8_sections_TH_neurons_quantitation,Analysis,1.0
529,Busceti_2008_PN1_sections_TH_neurons_quantitation,Analysis,Busceti_2008_PN16_sections_TH_neurons_quantitation,Analysis,1.0
532,Busceti_2008_PN8_sections_TH_neurons_quantitation,Analysis,Busceti_2008_PN16_sections_TH_neurons_quantitation,Analysis,1.0
533,Busceti_2008_PN8_sections_TH_neurons_quantitation,Analysis,Busceti_2008_PN1_sections_TH_neurons_quantitation,Analysis,1.0
536,Butler_1999_ultrathin_asym_synapses_quantitation,Analysis,Meshul_1994_ultrathin_synapses_quantitation,Analysis,1.0
537,Butler_1999_ultrathin_asym_synapses_quantitation,Analysis,Butler_1999_ultrathin_sym_synapses_quantitation,Analysis,1.0
534,Butler_1999_ultrathin_sym_synapses_quantitation,Analysis,Meshul_1994_ultrathin_synapses_quantitation,Analysis,1.0
535,Butler_1999_ultrathin_sym_synapses_quantitation,Analysis,Butler_1999_ultrathin_asym_synapses_quantitation,Analysis,1.0
538,Canudas_2000_sections_neurons_quantitation,Analysis,Yoshikawa_2010_cvneun_sections_neun_neurons_quantitation,Analysis,1.0
539,Canudas_2000_sections_neurons_quantitation,Analysis,Yoshikawa_2010_cvneun_sections_cv_neurons_quantitation,Analysis,1.0
433,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD21_sections_neurons_quantitation,Analysis,1.0
434,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,1.0
435,Cao_2012_normal_POD21_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,1.0
436,Cao_2012_normal_POD21_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,1.0
431,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD21_sections_neurons_quantitation,Analysis,1.0
432,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,1.0
437,Cao_2012_sham_POD14_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,1.0
438,Cao_2012_sham_POD14_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,1.0
439,Cao_2012_sham_POD21_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,1.0
440,Cao_2012_sham_POD21_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,1.0
441,Cao_2012_sham_POD7_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD14_sections_neurons_quantitation,Analysis,1.0
442,Cao_2012_sham_POD7_sections_neurons_quantitation,Analysis,Cao_2012_normal_POD7_sections_neurons_quantitation,Analysis,1.0
540,Cao_2013_females_sections_olig_cells_quantitation,Analysis,Cao_2013_males_sections_olig_cells_quantitation,Analysis,1.0
541,Cao_2013_males_sections_olig_cells_quantitation,Analysis,Cao_2013_females_sections_olig_cells_quantitation,Analysis,1.0
443,Carta_2011_sections_nissl_neurons_quantitation,Analysis,Price_2009_sections_nissl_neurons_quantitation,Analysis,1.0
444,Carta_2011_sections_nissl_neurons_quantitation,Analysis,Parish_2001_snc_NR_neurons_quantitations,Analysis,1.0
543,Chakraborty_2014_sections_mushroom_spines_quantitation,Analysis,Chakraborty_2014_sections_spines_quantitation,Analysis,1.0
542,Chakraborty_2014_sections_spines_quantitation,Analysis,Chakraborty_2014_sections_mushroom_spines_quantitation,Analysis,1.0
308,Chan_1997_sections_TH_cells_quantitation,Analysis,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,Analysis,1.0
309,Chan_1997_sections_TH_cells_quantitation,Analysis,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,Analysis,1.0
544,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P25F_sections_neurons_quantitation,Analysis,1.0
545,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
546,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P25F_sections_neurons_quantitation,Analysis,1.0
547,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
548,Cullity_2018_DRD1P25F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
549,Cullity_2018_DRD1P25F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
550,Cullity_2018_DRD1P25M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
551,Cullity_2018_DRD1P25M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
552,Cullity_2018_DRD1P35F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
553,Cullity_2018_DRD1P35F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
554,Cullity_2018_DRD1P35M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
555,Cullity_2018_DRD1P35M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
556,Cullity_2018_DRD1P49F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
557,Cullity_2018_DRD1P49F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
558,Cullity_2018_DRD1P49M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
559,Cullity_2018_DRD1P49M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
560,Cullity_2018_DRD1P70F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
561,Cullity_2018_DRD1P70F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
562,Cullity_2018_DRD1P70M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17M_sections_neurons_quantitation,Analysis,1.0
563,Cullity_2018_DRD1P70M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD1P17F_sections_neurons_quantitation,Analysis,1.0
564,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P25F_sections_neurons_quantitation,Analysis,1.0
565,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
566,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P25F_sections_neurons_quantitation,Analysis,1.0
567,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
568,Cullity_2018_DRD2P25F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
569,Cullity_2018_DRD2P25F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
570,Cullity_2018_DRD2P25M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
571,Cullity_2018_DRD2P25M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
572,Cullity_2018_DRD2P35F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
573,Cullity_2018_DRD2P35F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
574,Cullity_2018_DRD2P35M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
575,Cullity_2018_DRD2P35M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
576,Cullity_2018_DRD2P49F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
577,Cullity_2018_DRD2P49F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
578,Cullity_2018_DRD2P49M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
579,Cullity_2018_DRD2P49M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
580,Cullity_2018_DRD2P70F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
581,Cullity_2018_DRD2P70F_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
582,Cullity_2018_DRD2P70M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17M_sections_neurons_quantitation,Analysis,1.0
583,Cullity_2018_DRD2P70M_sections_neurons_quantitation,Analysis,Cullity_2018_DRD2P17F_sections_neurons_quantitation,Analysis,1.0
445,Depboylu_2013_sections_TH_neurons_quantitation,Analysis,Taylor_2014_24m_sections_TH_neurons_quantitation,Analysis,1.0
446,Depboylu_2013_sections_TH_neurons_quantitation,Analysis,Kincaid_2001_sections_TH_neurons_quantitation,Analysis,1.0
1,Dodds_2014_sections_neurons_quantitation,Analysis,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,1.0
3,Dodds_2014_sections_neurons_quantitation,Analysis,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,1.0
5,Echeverry_2004_sections_NADPHd_neurons_quantitation,Analysis,Gomes_2003_sections_NADPH_neurons_quantitation,Analysis,1.0
7,Echeverry_2004_sections_NOS_neurons_quantitation,Analysis,Gomes_2003_sections_nnos_neurons_quantitation,Analysis,1.0
476,Eilam_2003_1m_TH_sections_TH_neurons_quantitation,Analysis,Eilam_2003_2m_TH_sections_TH_neurons_quantitation,Analysis,1.0
477,Eilam_2003_1m_TH_sections_TH_neurons_quantitation,Analysis,Eilam_2003_TH_sections_TH_neurons_quantitation,Analysis,1.0
478,Eilam_2003_2m_TH_sections_TH_neurons_quantitation,Analysis,Eilam_2003_1m_TH_sections_TH_neurons_quantitation,Analysis,1.0
479,Eilam_2003_2m_TH_sections_TH_neurons_quantitation,Analysis,Eilam_2003_TH_sections_TH_neurons_quantitation,Analysis,1.0
474,Eilam_2003_TH_sections_TH_neurons_quantitation,Analysis,Eilam_2003_2m_TH_sections_TH_neurons_quantitation,Analysis,1.0
475,Eilam_2003_TH_sections_TH_neurons_quantitation,Analysis,Eilam_2003_1m_TH_sections_TH_neurons_quantitation,Analysis,1.0
584,Filice_2016_PVEGFP_sections_PV_neurons_quantitation,Analysis,Lauber_2018_sections_PV_neurons_quantitation,Analysis,1.0
585,Filice_2016_PVEGFP_sections_PV_neurons_quantitation,Analysis,Filice_2016_wt_sections_PV_neurons_quantitation,Analysis,1.0
590,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,Analysis,Lauber_2018_sections_VVA_quantitation,Analysis,1.0
591,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,Analysis,Filice_2016_wt_sections_VVA_neurons_quantitation,Analysis,1.0
586,Filice_2016_wt_sections_PV_neurons_quantitation,Analysis,Lauber_2018_sections_PV_neurons_quantitation,Analysis,1.0
587,Filice_2016_wt_sections_PV_neurons_quantitation,Analysis,Filice_2016_PVEGFP_sections_PV_neurons_quantitation,Analysis,1.0
588,Filice_2016_wt_sections_VVA_neurons_quantitation,Analysis,Lauber_2018_sections_VVA_quantitation,Analysis,1.0
589,Filice_2016_wt_sections_VVA_neurons_quantitation,Analysis,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,Analysis,1.0
9,Fischer_1992_12m_sections_ChAT_neurons_quantitation,Analysis,Fischer_1992_30m_sections_ChAT_neurons_quantitation,Analysis,1.0
11,Fischer_1992_12m_sections_ChAT_neurons_quantitation,Analysis,Fischer_1992_18m_sections_ChAT_neurons_quantitation,Analysis,1.0
13,Fischer_1992_18m_sections_ChAT_neurons_quantitation,Analysis,Fischer_1992_30m_sections_ChAT_neurons_quantitation,Analysis,1.0
15,Fischer_1992_18m_sections_ChAT_neurons_quantitation,Analysis,Fischer_1992_12m_sections_ChAT_neurons_quantitation,Analysis,1.0
17,Fischer_1992_30m_sections_ChAT_neurons_quantitation,Analysis,Fischer_1992_18m_sections_ChAT_neurons_quantitation,Analysis,1.0
19,Fischer_1992_30m_sections_ChAT_neurons_quantitation,Analysis,Fischer_1992_12m_sections_ChAT_neurons_quantitation,Analysis,1.0
92,Fogarty_2017_old_slices_MSN_spines_quantitation,Analysis,Antzoulatos_2011_sections_spines_quantitation,Analysis,1.0
94,Fogarty_2017_old_slices_MSN_spines_quantitation,Analysis,Fogarty_2017_young_slices_MSN_spines_quantitation,Analysis,1.0
96,Fogarty_2017_young_slices_MSN_spines_quantitation,Analysis,Antzoulatos_2011_sections_spines_quantitation,Analysis,1.0
98,Fogarty_2017_young_slices_MSN_spines_quantitation,Analysis,Fogarty_2017_old_slices_MSN_spines_quantitation,Analysis,1.0
112,Forlano_2010_females_slices_MSN_giantspines_quantitation,Analysis,Forlano_2010_males_slices_MSN_largespines_quantitation,Analysis,1.0
114,Forlano_2010_females_slices_MSN_giantspines_quantitation,Analysis,Forlano_2010_females_slices_MSN_largespines_quantitation,Analysis,1.0
104,Forlano_2010_females_slices_MSN_largespines_quantitation,Analysis,Forlano_2010_females_slices_MSN_giantspines_quantitation,Analysis,1.0
106,Forlano_2010_females_slices_MSN_largespines_quantitation,Analysis,Forlano_2010_males_slices_MSN_largespines_quantitation,Analysis,1.0
100,Forlano_2010_females_slices_MSN_spines_quantitation,Analysis,Forlano_2010_males_slices_MSN_spines_quantitation,Analysis,1.0
116,Forlano_2010_males_slices_MSN_giantspines_quantitation,Analysis,Forlano_2010_males_slices_MSN_largespines_quantitation,Analysis,1.0
118,Forlano_2010_males_slices_MSN_giantspines_quantitation,Analysis,Forlano_2010_females_slices_MSN_largespines_quantitation,Analysis,1.0
108,Forlano_2010_males_slices_MSN_largespines_quantitation,Analysis,Forlano_2010_females_slices_MSN_giantspines_quantitation,Analysis,1.0
110,Forlano_2010_males_slices_MSN_largespines_quantitation,Analysis,Forlano_2010_females_slices_MSN_largespines_quantitation,Analysis,1.0
102,Forlano_2010_males_slices_MSN_spines_quantitation,Analysis,Forlano_2010_females_slices_MSN_spines_quantitation,Analysis,1.0
447,Fukuda_1994_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
448,Fukuda_1994_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
120,German_1993_sections_TH_cells_quantitation,Analysis,Sanchez_2008_30m_sections_TH_neurons_quantitation,Analysis,1.0
122,German_1993_sections_TH_cells_quantitation,Analysis,Sanchez_2008_22m_sections_TH_neurons_quantitation,Analysis,1.0
