,Name,Label,Score
37,Molecular brain research,SourceOrigin,0.15000000000000002
38,International journal of health sciences,SourceOrigin,0.15000000000000002
39,Neurological research,SourceOrigin,0.15000000000000002
40,Fluids and barriers of the CNS,SourceOrigin,0.15000000000000002
41,Neurodegeneration,SourceOrigin,0.15000000000000002
42,European journal of pharmaceutical sciences,SourceOrigin,0.15000000000000002
43,Neuropsychopharmacology,SourceOrigin,0.15000000000000002
44,American journal of pathology,SourceOrigin,0.15000000000000002
45,Journal of Neurochemistry,SourceOrigin,0.15000000000000002
46,Neurochemical research,SourceOrigin,0.15000000000000002
47,Advances in Neurology,SourceOrigin,0.15000000000000002
48,EJNMMI Research,SourceOrigin,0.15000000000000002
49,Biochemical and biophysical research communications,SourceOrigin,0.15000000000000002
50,Euopean journal of pharmacology,SourceOrigin,0.15000000000000002
51,Journal of integrative medicine,SourceOrigin,0.15000000000000002
52,Journal of neuroendocrinology,SourceOrigin,0.15000000000000002
53,Brazilian journal of medical and biological research,SourceOrigin,0.15000000000000002
54,Behavioral brain research,SourceOrigin,0.15000000000000002
55,Journal of neural transmission,SourceOrigin,0.15000000000000002
56,Journal of cerebral blood flow and metabolism,SourceOrigin,0.15000000000000002
57,Movement disorders,SourceOrigin,0.15000000000000002
58,Neuropharmacology,SourceOrigin,0.15000000000000002
59,Toxicology mechanisms and methods,SourceOrigin,0.15000000000000002
60,International journal of neuroscience,SourceOrigin,0.15000000000000002
61,Cellular and molecular neurobiology,SourceOrigin,0.15000000000000002
62,Acta neuropathologica,SourceOrigin,0.15000000000000002
63,Neurobiology of aging,SourceOrigin,0.15000000000000002
64,NeuroImage,SourceOrigin,0.15000000000000002
65,Neurotoxicology,SourceOrigin,0.15000000000000002
66,Journal of Neurobiology,SourceOrigin,0.15000000000000002
67,Neurobiology of Disease,SourceOrigin,0.15000000000000002
68,"Brain, behavior and evolution",SourceOrigin,0.15000000000000002
69,Journal of Huazhong University of Science and Technology,SourceOrigin,0.15000000000000002
70,Journal of neuropathology and experimental neurology,SourceOrigin,0.15000000000000002
71,Journal of the neurological sciences,SourceOrigin,0.15000000000000002
72,Peptides,SourceOrigin,0.15000000000000002
73,Histology and histopathology,SourceOrigin,0.15000000000000002
74,Radiotherapy and oncology,SourceOrigin,0.15000000000000002
75,International journal of developmental neuroscience,SourceOrigin,0.15000000000000002
76,Acta neurochirurgica,SourceOrigin,0.15000000000000002
77,Frontiers in neuroinformatics,SourceOrigin,0.15000000000000002
78,Journal of molecular neuroscience,SourceOrigin,0.15000000000000002
79,Neurotoxicity research,SourceOrigin,0.15000000000000002
80,Human gene therapy,SourceOrigin,0.15000000000000002
81,ACS chemical neuroscience,SourceOrigin,0.15000000000000002
82,Acta neurobiologiae experimentalis,SourceOrigin,0.15000000000000002
83,Polish journal of pharmacology,SourceOrigin,0.15000000000000002
84,European journal of cell biology,SourceOrigin,0.15000000000000002
85,Neurochemistry international,SourceOrigin,0.15000000000000002
86,Rejuvenation research,SourceOrigin,0.15000000000000002
87,Cell transplantation,SourceOrigin,0.15000000000000002
88,Neuroendocrinology,SourceOrigin,0.15000000000000002
89,Journal of histochemistry and cytochemistry,SourceOrigin,0.15000000000000002
90,Developmental neuroscience,SourceOrigin,0.15000000000000002
91,Journal of alcoholism and drug dependence,SourceOrigin,0.15000000000000002
92,Psychopharmacology,SourceOrigin,0.15000000000000002
93,Journal of psychopharmacology,SourceOrigin,0.15000000000000002
94,Archives italiennes de biologie,SourceOrigin,0.15000000000000002
95,Journal of headache and pain,SourceOrigin,0.15000000000000002
96,Journal of neurophysiology,SourceOrigin,0.15000000000000002
97,Neuro-oncology,SourceOrigin,0.15000000000000002
98,Pediatric research,SourceOrigin,0.15000000000000002
99,Frontiers in Neuroanatomy,SourceOrigin,0.15000000000000002
100,Physiological research,SourceOrigin,0.15000000000000002
101,Brain stimulation,SourceOrigin,0.15000000000000002
102,Stem cell research,SourceOrigin,0.15000000000000002
103,Annals of neurology,SourceOrigin,0.15000000000000002
104,Journal of Chinese integrative medicine,SourceOrigin,0.15000000000000002
105,Molecular and cellular neurosciences,SourceOrigin,0.15000000000000002
106,Current aging science,SourceOrigin,0.15000000000000002
107,Cell and tissue research,SourceOrigin,0.15000000000000002
108,Journal of neuroscience methods,SourceOrigin,0.15000000000000002
109,Molecular biology of the cell,SourceOrigin,0.15000000000000002
110,Neurosurgery,SourceOrigin,0.15000000000000002
111,Environmental toxicology and pharmacology,SourceOrigin,0.15000000000000002
112,Northern clinics of Istanbul,SourceOrigin,0.15000000000000002
113,eLife,SourceOrigin,0.15000000000000002
114,eNeuro,SourceOrigin,0.15000000000000002
115,Nature,SourceOrigin,0.15000000000000002
116,Anatomy and embryology,SourceOrigin,0.15000000000000002
117,Stem cells,SourceOrigin,0.15000000000000002
118,Neuropathology,SourceOrigin,0.15000000000000002
119,FEBS letters,SourceOrigin,0.15000000000000002
120,Histochemistry and cell biology,SourceOrigin,0.15000000000000002
121,Neuroscience research,SourceOrigin,0.15000000000000002
122,Journal of microscopy,SourceOrigin,0.15000000000000002
123,Investigative radiology,SourceOrigin,0.15000000000000002
124,Brain and development,SourceOrigin,0.15000000000000002
125,Translational Stroke Research,SourceOrigin,0.15000000000000002
126,Parkinsonism and related disorders,SourceOrigin,0.15000000000000002
127,Annals of the New York Academy of Sciences,SourceOrigin,0.15000000000000002
128,Toxicology and applied pharmacology,SourceOrigin,0.15000000000000002
129,Acta histochemica et cytochemica,SourceOrigin,0.15000000000000002
130,Clinical Cancer Research,SourceOrigin,0.15000000000000002
131,Molecules and Cells,SourceOrigin,0.15000000000000002
132,F1000Research,SourceOrigin,0.15000000000000002
133,Amino Acids,SourceOrigin,0.15000000000000002
134,Journal of Neurotrauma,SourceOrigin,0.15000000000000002
135,Immunopharmacology,SourceOrigin,0.15000000000000002
136,Journal of neurosurgery,SourceOrigin,0.15000000000000002
137,Molecular neurodegeneration,SourceOrigin,0.15000000000000002
138,Human molecular genetics,SourceOrigin,0.15000000000000002
139,Pain,SourceOrigin,0.15000000000000002
140,International journal of environmental research and public health,SourceOrigin,0.15000000000000002
141,Neuroreport,SourceOrigin,0.15000000000000002
142,Virology,SourceOrigin,0.15000000000000002
143,Inhalation Toxicology,SourceOrigin,0.15000000000000002
144,Toxicological sciences,SourceOrigin,0.15000000000000002
145,Anatomical Record,SourceOrigin,0.15000000000000002
146,"Genes, brain, and behavior",SourceOrigin,0.15000000000000002
147,Hormones and Behavior,SourceOrigin,0.15000000000000002
148,Stem cells and development,SourceOrigin,0.15000000000000002
149,Cancer Research,SourceOrigin,0.15000000000000002
150,Cellular and molecular biology,SourceOrigin,0.15000000000000002
151,European journal of nuclear medicine and molecular imaging,SourceOrigin,0.15000000000000002
152,Molecular endocrinology,SourceOrigin,0.15000000000000002
153,Cell motility and the cytoskeleton,SourceOrigin,0.15000000000000002
154,Cell reports,SourceOrigin,0.15000000000000002
155,Journal of neurovirology,SourceOrigin,0.15000000000000002
156,Journal of neural transplantation and plasticity,SourceOrigin,0.15000000000000002
157,Molecular neurobiology,SourceOrigin,0.15000000000000002
158,Pigment cell research,SourceOrigin,0.15000000000000002
159,Biological trace element research,SourceOrigin,0.15000000000000002
160,Current protocols in neuroscience,SourceOrigin,0.15000000000000002
161,Acta pharmacologica,SourceOrigin,0.15000000000000002
162,Pharmacological research,SourceOrigin,0.15000000000000002
163,Toxicology,SourceOrigin,0.15000000000000002
164,Brain,SourceOrigin,0.15000000000000002
165,Endocrinology,SourceOrigin,0.15000000000000002
166,Acta oto-laryngologica,SourceOrigin,0.15000000000000002
167,Journal of Parkinson's disease,SourceOrigin,0.15000000000000002
168,Radiation research,SourceOrigin,0.15000000000000002
169,Thyroid,SourceOrigin,0.15000000000000002
170,Scientific reports,SourceOrigin,0.15000000000000002
171,Molecular imaging and biology,SourceOrigin,0.15000000000000002
172,Folia neuropathologica,SourceOrigin,0.15000000000000002
173,Toxicology in vitro,SourceOrigin,0.15000000000000002
174,Toxicologic pathology,SourceOrigin,0.15000000000000002
175,"International journal of radiation oncology, biology, physics",SourceOrigin,0.15000000000000002
176,Regulatory peptides,SourceOrigin,0.15000000000000002
177,Chinese medical journal,SourceOrigin,0.15000000000000002
178,Journal of electron microscopy technique,SourceOrigin,0.15000000000000002
179,Experimental and toxicologic pathology,SourceOrigin,0.15000000000000002
180,NMR in biomedicine,SourceOrigin,0.15000000000000002
181,Journal of neuroimmunology,SourceOrigin,0.15000000000000002
182,Experimental and therapeutic medicine,SourceOrigin,0.15000000000000002
183,Acta histochemica,SourceOrigin,0.15000000000000002
184,Cerebral cortex,SourceOrigin,0.15000000000000002
185,Toxicology letters,SourceOrigin,0.15000000000000002
186,Early human development,SourceOrigin,0.15000000000000002
187,Neuroradiology,SourceOrigin,0.15000000000000002
188,Epilepsia,SourceOrigin,0.15000000000000002
189,Free radical biology & medicine,SourceOrigin,0.15000000000000002
190,The Biochemical journal,SourceOrigin,0.15000000000000002
191,Neuron,SourceOrigin,0.15000000000000002
192,Parkinson's disease,SourceOrigin,0.15000000000000002
193,Molecular pharmaceutics,SourceOrigin,0.15000000000000002
194,Experimental animals,SourceOrigin,0.15000000000000002
195,Restorative neurology and neuroscience,SourceOrigin,0.15000000000000002
196,Alcohol,SourceOrigin,0.15000000000000002
197,Gene therapy,SourceOrigin,0.15000000000000002
198,Addiction biology,SourceOrigin,0.15000000000000002
199,Materials science and engineering,SourceOrigin,0.15000000000000002
200,Psychiatry and clinical neurosciences,SourceOrigin,0.15000000000000002
201,Journal of biological chemistry,SourceOrigin,0.15000000000000002
202,Folia histochemica et cytobiologica,SourceOrigin,0.15000000000000002
203,Neurogastroenterology and motility,SourceOrigin,0.15000000000000002
204,Journal of nuclear medicine,SourceOrigin,0.15000000000000002
205,American journal of physiology,SourceOrigin,0.15000000000000002
206,Journal of submicroscopic cytology and pathology,SourceOrigin,0.15000000000000002
207,Journal of cellular biochemistry,SourceOrigin,0.15000000000000002
208,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society,SourceOrigin,0.15000000000000002
209,Strahlentherapie und Onkologie,SourceOrigin,0.15000000000000002
210,Journal of controlled release,SourceOrigin,0.15000000000000002
211,Journal of pharmacology and experimental therapeutics,SourceOrigin,0.15000000000000002
212,Italian journal of anatomy and embryology,SourceOrigin,0.15000000000000002
213,Frontiers in aging neuroscience,SourceOrigin,0.15000000000000002
214,Diabetology and metabolic syndrome,SourceOrigin,0.15000000000000002
215,International journal of molecular medicine,SourceOrigin,0.15000000000000002
216,Journal of biophotonics,SourceOrigin,0.15000000000000002
217,Journal of traditional Chinese medicine,SourceOrigin,0.15000000000000002
218,Developmental neurobiology,SourceOrigin,0.15000000000000002
219,Neuroscience bulletin,SourceOrigin,0.15000000000000002
220,Molecular medicine reports,SourceOrigin,0.15000000000000002
221,Autonomic neuroscience,SourceOrigin,0.15000000000000002
222,Asian Pacific journal of tropical medicine,SourceOrigin,0.15000000000000002
223,Journal of cellular physiology,SourceOrigin,0.15000000000000002
224,Journal of the autonomic nervous system,SourceOrigin,0.15000000000000002
225,Journal of maternal-fetal and neonatal medicine,SourceOrigin,0.15000000000000002
226,Frontiers in systems neuroscience,SourceOrigin,0.15000000000000002
227,Journal of visualized experiments,SourceOrigin,0.15000000000000002
228,Journal of Alzheimer's disease,SourceOrigin,0.15000000000000002
229,Anatomy and cell biology,SourceOrigin,0.15000000000000002
230,Behavioural pharmacology,SourceOrigin,0.15000000000000002
231,International journal of neuropsychopharmacology,SourceOrigin,0.15000000000000002
232,Regulatory toxicology,SourceOrigin,0.15000000000000002
233,Journal of pineal research,SourceOrigin,0.15000000000000002
234,Journal of neuroimmune pharmacology,SourceOrigin,0.15000000000000002
235,Current Alzheimer research,SourceOrigin,0.15000000000000002
236,Pharmacological reports,SourceOrigin,0.15000000000000002
237,Developmental Brain Research,SourceOrigin,0.15000000000000002
238,Molecular and cellular endocrinology,SourceOrigin,0.15000000000000002
239,Acta physiologica Scandinavica,SourceOrigin,0.15000000000000002
240,World journal of stem cells,SourceOrigin,0.15000000000000002
241,Functional neurology,SourceOrigin,0.15000000000000002
242,Microscopy,SourceOrigin,0.15000000000000002
243,Journal of virology,SourceOrigin,0.15000000000000002
244,Physiology and behavior,SourceOrigin,0.15000000000000002
245,Pathology,SourceOrigin,0.15000000000000002
246,Journal fur Hirnforschung,SourceOrigin,0.15000000000000002
247,Oncotarget,SourceOrigin,0.15000000000000002
248,Naunyn-Schmiedebergs Archives of Pharmacology,SourceOrigin,0.15000000000000002
249,Tissue and cell,SourceOrigin,0.15000000000000002
250,Biology of the Cell,SourceOrigin,0.15000000000000002
251,"Pharmacology, Biochemistry & Behavior",SourceOrigin,0.15000000000000002
252,Experimental Gerontology,SourceOrigin,0.15000000000000002
253,Biology of the Neonate,SourceOrigin,0.15000000000000002
254,Translational Psychiatry,SourceOrigin,0.15000000000000002
255,Molecular & Chemical Neuropathology,SourceOrigin,0.15000000000000002
256,Psychoneuroendocrinology,SourceOrigin,0.15000000000000002
257,Revista de Neurologia,SourceOrigin,0.15000000000000002
258,Canadian Journal of Anaesthesia,SourceOrigin,0.15000000000000002
259,Molecular therapy,SourceOrigin,0.15000000000000002
260,Science,SourceOrigin,0.15000000000000002
261,Life sciences,SourceOrigin,0.15000000000000002
262,Journal of biomedical nanotechnology,SourceOrigin,0.15000000000000002
263,"Proceedings of the National Science Council, Republic of China",SourceOrigin,0.15000000000000002
264,Bioelectromagnetics,SourceOrigin,0.15000000000000002
265,Progress in Brain Research,SourceOrigin,0.15000000000000002
266,Fundamental & Clinical Pharmacology,SourceOrigin,0.15000000000000002
267,Stroke,SourceOrigin,0.15000000000000002
268,Progress in Neurobiology,SourceOrigin,0.15000000000000002
269,Learning & memory,SourceOrigin,0.15000000000000002
270,Folia Morphologica,SourceOrigin,0.15000000000000002
271,Journal of Gene Medicine,SourceOrigin,0.15000000000000002
272,Cellular and Molecular Biology Letters,SourceOrigin,0.15000000000000002
273,Journal of Stroke and Cerebrovascular Diseases,SourceOrigin,0.15000000000000002
274,American journal of anatomy,SourceOrigin,0.15000000000000002
275,Journal of Nanobiotechnology,SourceOrigin,0.15000000000000002
276,Pharmaceutical research,SourceOrigin,0.15000000000000002
277,Schizophrenia research,SourceOrigin,0.15000000000000002
278,Neurobiology of learning and memory,SourceOrigin,0.15000000000000002
279,Journal of Rheumatology,SourceOrigin,0.15000000000000002
280,Neonatology,SourceOrigin,0.15000000000000002
281,Magnetic resonance in medicine,SourceOrigin,0.15000000000000002
282,Brain pathology,SourceOrigin,0.15000000000000002
283,Annals of anatomy,SourceOrigin,0.15000000000000002
284,Experimental and translational stroke medicine,SourceOrigin,0.15000000000000002
285,Annals of neurosciences,SourceOrigin,0.15000000000000002
286,Molecular and cellular biology,SourceOrigin,0.15000000000000002
287,Journal of Pharmacobio-Dynamics,SourceOrigin,0.15000000000000002
288,Journal of Central Nervous System Disease,SourceOrigin,0.15000000000000002
289,Journal of Huntington's disease,SourceOrigin,0.15000000000000002
290,Clinical Neuropharmacology,SourceOrigin,0.15000000000000002
291,Journal of Drug Targeting,SourceOrigin,0.15000000000000002
292,IBRO reports,SourceOrigin,0.15000000000000002
293,Food and Chemical Toxicology,SourceOrigin,0.15000000000000002
294,Journal of Biochemical and Molecular Toxicology,SourceOrigin,0.15000000000000002
295,Frontiers in Biology,SourceOrigin,0.15000000000000002
296,Biomaterials,SourceOrigin,0.15000000000000002
297,Japanese Journal of Physiology,SourceOrigin,0.15000000000000002
298,Cytotherapy,SourceOrigin,0.15000000000000002
299,Journals of Gerontology,SourceOrigin,0.15000000000000002
300,Cellular Physiology and Biochemistry,SourceOrigin,0.15000000000000002
301,Neuroscience and biobehavioral reviews,SourceOrigin,0.15000000000000002
302,Progress in Neuro-Psychopharmacology and Biological Psychiatry,SourceOrigin,0.15000000000000002
303,Bioscience Reports,SourceOrigin,0.15000000000000002
304,Journal of diabetes and its complications,SourceOrigin,0.15000000000000002
305,International Journal of Molecular Sciences,SourceOrigin,0.15000000000000002
306,International neurourology journal,SourceOrigin,0.15000000000000002
307,Fitoterapia,SourceOrigin,0.15000000000000002
308,Neurosciences,SourceOrigin,0.15000000000000002
309,Acta Neuropathologica Communications,SourceOrigin,0.15000000000000002
310,Journal of Biosciences,SourceOrigin,0.15000000000000002
311,The Journal of the International Society for Analytical Cytology,SourceOrigin,0.15000000000000002
312,Japanese Journal of Pharmacology,SourceOrigin,0.15000000000000002
313,Iranian Journal of Reproductive Medicine,SourceOrigin,0.15000000000000002
314,Chemico-Biological Interactions,SourceOrigin,0.15000000000000002
315,Archives of Toxicology,SourceOrigin,0.15000000000000002
316,Neurodegenerative Diseases,SourceOrigin,0.15000000000000002
317,Journal of cell biology,SourceOrigin,0.15000000000000002
318,Translational Neurodegeneration,SourceOrigin,0.15000000000000002
319,Stem cell research and therapy,SourceOrigin,0.15000000000000002
320,Laboratory Investigation,SourceOrigin,0.15000000000000002
321,Experimental and Clinical Endocrinology,SourceOrigin,0.15000000000000002
322,Journal of Neuroimaging,SourceOrigin,0.15000000000000002
323,Frontiers in Neural Circuits,SourceOrigin,0.15000000000000002
324,European Journal of Anaesthesiology,SourceOrigin,0.15000000000000002
325,Neuroscience and Behavioral Physiology,SourceOrigin,0.15000000000000002
326,Neural Plasticity,SourceOrigin,0.15000000000000002
327,EMBO Journal,SourceOrigin,0.15000000000000002
328,Molecular Psychiatry,SourceOrigin,0.15000000000000002
329,Biological Psychiatry,SourceOrigin,0.15000000000000002
330,Acta Pharmacologica Sinica,SourceOrigin,0.15000000000000002
331,Methods in Molecular Medicine,SourceOrigin,0.15000000000000002
332,Somatosensory and motor research,SourceOrigin,0.15000000000000002
333,Balkan medical journal,SourceOrigin,0.15000000000000002
334,Nucleic Acid Therapeutics,SourceOrigin,0.15000000000000002
335,Developmental Psychobiology,SourceOrigin,0.15000000000000002
336,Journal of tissue engineering and regenerative medicine,SourceOrigin,0.15000000000000002
337,Phytomedicine,SourceOrigin,0.15000000000000002
338,Journal of Physiology and Pharmacology,SourceOrigin,0.15000000000000002
339,Ultrasonics Sonochemistry,SourceOrigin,0.15000000000000002
340,Acupuncture and Electro-Therapeutics Research,SourceOrigin,0.15000000000000002
341,Acta Physiologica Sinica,SourceOrigin,0.15000000000000002
342,Archives of histology and cytology,SourceOrigin,0.15000000000000002
343,American Journal of Translational Research,SourceOrigin,0.15000000000000002
344,Chinese Medical Sciences Journal,SourceOrigin,0.15000000000000002
345,Turkish Journal of Medical Sciences,SourceOrigin,0.15000000000000002
346,Oxidative Medicine and Cellular Longevity,SourceOrigin,0.15000000000000002
347,Brain and Behavior,SourceOrigin,0.15000000000000002
348,Diabetes,SourceOrigin,0.15000000000000002
349,Clinical Science,SourceOrigin,0.15000000000000002
350,PLoS currents,SourceOrigin,0.15000000000000002
351,Molecular brain,SourceOrigin,0.15000000000000002
352,Current HIV research,SourceOrigin,0.15000000000000002
353,Frontiers in Molecular Neuroscience,SourceOrigin,0.15000000000000002
354,"Brain, Behavior, and Immunity",SourceOrigin,0.15000000000000002
355,Transplantation,SourceOrigin,0.15000000000000002
356,Tissue Engineering,SourceOrigin,0.15000000000000002
357,Age,SourceOrigin,0.15000000000000002
358,Molecular Pharmacology,SourceOrigin,0.15000000000000002
359,Bosnian Journal of Basic Medical Sciences,SourceOrigin,0.15000000000000002
360,International Journal of Radiation,SourceOrigin,0.15000000000000002
361,Physiological Reports,SourceOrigin,0.15000000000000002
362,Epilepsy Research,SourceOrigin,0.15000000000000002
