,label,id1,analysis1,id2,analysis2,similarity
97,[Analysis],144,Kusnoor_2010_ultrathinsections_synapses_quantitation,498,Kusnoor_2010_golgi_sections_spines_quantitation,0.375
98,,,,,,
99,[Analysis],144,Kusnoor_2010_ultrathinsections_synapses_quantitation,615,Grosse_2005_sections_chat_neurons_quantitation,0.375
100,,,,,,
101,[Analysis],185,Mori_2017_sections_TH_cells_quantitation,219,Richards_2007_sections_TH_neurons_quantitation,0.4
102,,,,,,
103,[Analysis],301,Zaborszky_2001_CXBI_sections_TH_neurons_quantitation,328,Aguirre_2001_sections_neuronal_cells_quantitation,0.4
104,,,,,,
105,[Analysis],301,Zaborszky_2001_CXBI_sections_TH_neurons_quantitation,329,Aguirre_2001_sections_nonneuronal_cells_quantitation,0.4
106,,,,,,
107,[Analysis],322,NMO_Martone_2006_slices_MSN_neurons_morphology,321,NMO_Martone_2008_MSN_neurons_morphology_63x,0.4
108,,,,,,
109,[Analysis],322,NMO_Martone_2006_slices_MSN_neurons_morphology,79,Bayer_1994_sections_Msneuron_quantitation,0.4
110,,,,,,
111,[Analysis],322,NMO_Martone_2006_slices_MSN_neurons_morphology,320,NMO_Martone_2008_MSN_neurons_morphology_25x,0.4
112,,,,,,
113,[Analysis],220,Richards_2007_sections_neurons_quantitation,340,Hermann_2013_sections_TH_neurons_quantitation,0.4
114,,,,,,
115,[Analysis],211,Rabchevsky_1998_sections_astrocytes_quantitation,88,Eilam_2003_sections_SP_cells_quantitation,0.4
116,,,,,,
117,[Analysis],211,Rabchevsky_1998_sections_astrocytes_quantitation,87,Eilam_2003_sections_met-enk_cells_quantitation,0.4
118,,,,,,
119,[Analysis],424,Arai_1990_sections_neurons_quantitation,122,Hain_2016_sections_cells_quantitation,0.4
120,,,,,,
121,[Analysis],444,Asyyed_2006_sections_xgal_neurons_quantitation,487,Tasselli_2013_sections_TH_neurons_quantitation,0.4
122,,,,,,
123,[Analysis],444,Asyyed_2006_sections_xgal_neurons_quantitation,402,Sun_2012_sections_nissl_neurons_quantitation,0.4
124,,,,,,
125,[Analysis],230,Sturrock_1991_sections_neurons_quantitation,193,O'Kusky_1999_bl6-1_ultrathinsections_synapses_quantitation,0.4
126,,,,,,
127,[Analysis],79,Bayer_1994_sections_Msneuron_quantitation,616,Guidetti_2001_sections_spines_primary_quantitation,0.4
128,,,,,,
129,[Analysis],79,Bayer_1994_sections_Msneuron_quantitation,617,Guidetti_2001_sections_spines_secondary_quantitation,0.4
130,,,,,,
131,[Analysis],79,Bayer_1994_sections_Msneuron_quantitation,322,NMO_Martone_2006_slices_MSN_neurons_morphology,0.4
132,,,,,,
133,[Analysis],487,Tasselli_2013_sections_TH_neurons_quantitation,341,Horvath_2011_sections_TH_neurons_quantitation,0.4
134,,,,,,
135,[Analysis],487,Tasselli_2013_sections_TH_neurons_quantitation,444,Asyyed_2006_sections_xgal_neurons_quantitation,0.4
136,,,,,,
137,[Analysis],192,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,190,O'Kusky_1999_Sv_sections_neurons_quantitation,0.4
138,,,,,,
139,[Analysis],191,O'Kusky_1999_bl6-1_ultrathinsections_asym_synapses_quantitation,190,O'Kusky_1999_Sv_sections_neurons_quantitation,0.4
140,,,,,,
141,[Analysis],99,Fauchey_2000_sections_PPA/D3_cells_quantitation,97,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation,0.4166666666666667
142,,,,,,
143,[Analysis],99,Fauchey_2000_sections_PPA/D3_cells_quantitation,94,Fauchey_2000_sections_PPA/D1_cells_quantitation,0.4166666666666667
144,,,,,,
145,[Analysis],100,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation,97,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation,0.4166666666666667
146,,,,,,
147,[Analysis],100,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation,94,Fauchey_2000_sections_PPA/D1_cells_quantitation,0.4166666666666667
148,,,,,,
149,[Analysis],718,Zhang_2017_brains_SOM_neurons_quantitation,101,Fogarty_2017_old_slices_MSN_spines_quantitation,0.42857142857142855
150,,,,,,
151,[Analysis],718,Zhang_2017_brains_SOM_neurons_quantitation,176,McNeill_1990_6m_sections_ChAT_neurons_quantitation,0.42857142857142855
152,,,,,,
153,[Analysis],718,Zhang_2017_brains_SOM_neurons_quantitation,669,Peterson_1999_sections_neurons_quantitation,0.42857142857142855
154,,,,,,
155,[Analysis],344,Janis_2008_sections_TH_neurons_quantitation,526,Purisai_2007_graphdata_sections_TH_neurons_quantitation,0.42857142857142855
156,,,,,,
157,[Analysis],344,Janis_2008_sections_TH_neurons_quantitation,122,Hain_2016_sections_cells_quantitation,0.42857142857142855
158,,,,,,
159,[Analysis],101,Fogarty_2017_old_slices_MSN_spines_quantitation,700,Saylor_2006_sections_all_spines_quantitation,0.42857142857142855
160,,,,,,
161,[Analysis],80,Bayer_1994_sections_midbrain_THneuron_quantitation,397,Song_2012_sections_TH_neurons_quantitation,0.42857142857142855
162,,,,,,
163,[Analysis],615,Grosse_2005_sections_chat_neurons_quantitation,737,Zhang_2016_semithin_neurons_quantitation,0.42857142857142855
164,,,,,,
165,[Analysis],628,Juckel_2011_sections_iba1_cells_quantitation,617,Guidetti_2001_sections_spines_secondary_quantitation,0.42857142857142855
166,,,,,,
167,[Analysis],628,Juckel_2011_sections_iba1_cells_quantitation,616,Guidetti_2001_sections_spines_primary_quantitation,0.42857142857142855
168,,,,,,
169,[Analysis],102,Fogarty_2017_young_slices_MSN_spines_quantitation,700,Saylor_2006_sections_all_spines_quantitation,0.42857142857142855
170,,,,,,
171,[Analysis],333,Frau_2011_sections_cells_quantitation,504,Mori_2017_sections_nissl_neurons_quantitation,0.42857142857142855
172,,,,,,
173,[Analysis],203,Parish_2001_sections_str_varicosities_quantitation,176,McNeill_1990_6m_sections_ChAT_neurons_quantitation,0.4444444444444444
174,,,,,,
175,[Analysis],203,Parish_2001_sections_str_varicosities_quantitation,202,Parish_2001_snc_NR_neurons_quantitations,0.4444444444444444
176,,,,,,
177,[Analysis],203,Parish_2001_sections_str_varicosities_quantitation,695,Samadi_2013_13w_sections_neurons_quantitation,0.4444444444444444
178,,,,,,
179,[Analysis],597,Dos Santos_2018_sections_TH_boutons_quantitation,676,Richner_2009_6m_sections_MSNs_quantitation,0.4444444444444444
180,,,,,,
181,[Analysis],597,Dos Santos_2018_sections_TH_boutons_quantitation,675,Richner_2009_12m_sections_MSNs_quantitation,0.4444444444444444
182,,,,,,
183,[Analysis],333,Frau_2011_sections_cells_quantitation,441,Carta_2011_sections_TH_neurons_quantitation,0.4444444444444444
184,,,,,,
185,[Analysis],447,Depboylu_2013_sections_TH_neurons_quantitation,383,Richter_2017_11m_sections_TH_neurons_quantitation,0.45454545454545453
186,,,,,,
187,[Analysis],447,Depboylu_2013_sections_TH_neurons_quantitation,385,Richter_2017_18m_sections_all_neurons_quantitation,0.45454545454545453
188,,,,,,
189,[Analysis],447,Depboylu_2013_sections_TH_neurons_quantitation,389,Richter_2017_pups_sections_all_neurons_quantitation,0.45454545454545453
190,,,,,,
191,[Analysis],484,Shaw_2010_sections_TH_neurons_quantitation,521,Breckenridge_2013_study5_sections_DAB_all_neurons,0.45454545454545453
192,,,,,,
193,[Analysis],484,Shaw_2010_sections_TH_neurons_quantitation,517,Breckenridge_2013_study4_sections_TH_neurons_quantitation,0.45454545454545453
194,,,,,,
195,[Analysis],188,O'Kusky_1999_bl6-1_sections_neurons_quantitation,317,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,0.4666666666666667
196,,,,,,
197,[Analysis],458,Hage_2016_live_slices_spines_quantitation,459,Hage_2016_juxta_young_slices_spines_quantitation,0.5
198,,,,,,
199,[Analysis],458,Hage_2016_live_slices_spines_quantitation,457,Hage_2016_juxta_slices_spines_quantitation,0.5
200,,,,,,
201,[Analysis],458,Hage_2016_live_slices_spines_quantitation,424,Arai_1990_sections_neurons_quantitation,0.5
202,,,,,,
203,[Analysis],441,Carta_2011_sections_TH_neurons_quantitation,202,Parish_2001_snc_NR_neurons_quantitations,0.5
204,,,,,,
205,[Analysis],441,Carta_2011_sections_TH_neurons_quantitation,398,Stayte_2015_sham_sections_neun_neurons_quantitation,0.5
206,,,,,,
207,[Analysis],618,Hawlitschka_2017_sections_chat_cells_quantitation,398,Stayte_2015_sham_sections_neun_neurons_quantitation,0.5
208,,,,,,
209,[Analysis],618,Hawlitschka_2017_sections_chat_cells_quantitation,122,Hain_2016_sections_cells_quantitation,0.5
210,,,,,,
211,[Analysis],551,Ashwell_1996_sections_neurons_quantitation,683,Robinson_1995_semithin_large_neurons_quantitation,0.5
212,,,,,,
213,[Analysis],551,Ashwell_1996_sections_neurons_quantitation,684,Robinson_1995_semithin_MSN_neurons_quantitation,0.5
214,,,,,,
215,[Analysis],551,Ashwell_1996_sections_neurons_quantitation,685,Robinson_1995_semithin_oligodendrocytes_quantitation,0.5
216,,,,,,
217,[Analysis],342,Ip_2017_sections_TH_neurons_quantitation_imageJ,395,Smeyne_2016_sections_designbased_TH_neurons_quantitation,0.5
218,,,,,,
219,[Analysis],344,Janis_2008_sections_TH_neurons_quantitation,340,Hermann_2013_sections_TH_neurons_quantitation,0.5
220,,,,,,
221,[Analysis],381,Price_2009_sections_nissl_neurons_quantitation,273,Baquet_2009_sections_3d_TH_neurons_quantitation,0.5
222,,,,,,
223,[Analysis],381,Price_2009_sections_nissl_neurons_quantitation,341,Horvath_2011_sections_TH_neurons_quantitation,0.5
224,,,,,,
225,[Analysis],538,Abdurakhmanova_2017_sections_PV_neurons_quantitation,619,Ibanez-Sandoval_2010_sections_th_neurons_quantitation,0.5
226,,,,,,
227,[Analysis],211,Rabchevsky_1998_sections_astrocytes_quantitation,319,NMO_Kellendonk_2013_slices_MSN_neurons_morphology,0.5
228,,,,,,
229,[Analysis],669,Peterson_1999_sections_neurons_quantitation,683,Robinson_1995_semithin_large_neurons_quantitation,0.5
230,,,,,,
231,[Analysis],176,McNeill_1990_6m_sections_ChAT_neurons_quantitation,77,Baker_1980_BALB/cJ_sections_neuron_quantitation,0.5
232,,,,,,
233,[Analysis],176,McNeill_1990_6m_sections_ChAT_neurons_quantitation,675,Richner_2009_12m_sections_MSNs_quantitation,0.5
234,,,,,,
235,[Analysis],176,McNeill_1990_6m_sections_ChAT_neurons_quantitation,596,Dodds_2014_sections_neurons_quantitation,0.5
236,,,,,,
237,[Analysis],478,Ratzka_2012_P28_sections_TH_neurons_quantitation,504,Mori_2017_sections_nissl_neurons_quantitation,0.5
238,,,,,,
239,[Analysis],219,Richards_2007_sections_TH_neurons_quantitation,202,Parish_2001_snc_NR_neurons_quantitations,0.5
240,,,,,,
241,[Analysis],80,Bayer_1994_sections_midbrain_THneuron_quantitation,424,Arai_1990_sections_neurons_quantitation,0.5
242,,,,,,
243,[Analysis],424,Arai_1990_sections_neurons_quantitation,80,Bayer_1994_sections_midbrain_THneuron_quantitation,0.5
244,,,,,,
245,[Analysis],424,Arai_1990_sections_neurons_quantitation,458,Hage_2016_live_slices_spines_quantitation,0.5
246,,,,,,
247,[Analysis],615,Grosse_2005_sections_chat_neurons_quantitation,617,Guidetti_2001_sections_spines_secondary_quantitation,0.5
248,,,,,,
249,[Analysis],615,Grosse_2005_sections_chat_neurons_quantitation,616,Guidetti_2001_sections_spines_primary_quantitation,0.5
250,,,,,,
251,[Analysis],340,Hermann_2013_sections_TH_neurons_quantitation,344,Janis_2008_sections_TH_neurons_quantitation,0.5
252,,,,,,
253,[Analysis],340,Hermann_2013_sections_TH_neurons_quantitation,122,Hain_2016_sections_cells_quantitation,0.5
254,,,,,,
255,[Analysis],459,Hage_2016_juxta_young_slices_spines_quantitation,458,Hage_2016_live_slices_spines_quantitation,0.5
256,,,,,,
257,[Analysis],459,Hage_2016_juxta_young_slices_spines_quantitation,340,Hermann_2013_sections_TH_neurons_quantitation,0.5
258,,,,,,
259,[Analysis],526,Purisai_2007_graphdata_sections_TH_neurons_quantitation,505,Komnig_2016b_sections_nissl_neurons_quantitation,0.5
260,,,,,,
261,[Analysis],593,Cuzon Carlson_2012_slices_MSN_spines_quantitation,504,Mori_2017_sections_nissl_neurons_quantitation,0.5
262,,,,,,
263,[Analysis],593,Cuzon Carlson_2012_slices_MSN_spines_quantitation,77,Baker_1980_BALB/cJ_sections_neuron_quantitation,0.5
264,,,,,,
265,[Analysis],593,Cuzon Carlson_2012_slices_MSN_spines_quantitation,596,Dodds_2014_sections_neurons_quantitation,0.5
266,,,,,,
267,[Analysis],730,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,540,Abdurakhmanova_2017_sections_NOS_neurons_quantitation,0.5
268,,,,,,
269,[Analysis],449,Fukuda_1994_sections_TH_neurons_quantitation,341,Horvath_2011_sections_TH_neurons_quantitation,0.5
270,,,,,,
271,[Analysis],476,Purisai_2007_sections_neurons_quantitation,505,Komnig_2016b_sections_nissl_neurons_quantitation,0.5
272,,,,,,
273,[Analysis],230,Sturrock_1991_sections_neurons_quantitation,190,O'Kusky_1999_Sv_sections_neurons_quantitation,0.5
274,,,,,,
275,[Analysis],230,Sturrock_1991_sections_neurons_quantitation,189,O'Kusky_1999_bl6-2_sections_neurons_quantitation,0.5
276,,,,,,
277,[Analysis],403,Sun_2012_sections_TH_neurons_quantitation,505,Komnig_2016b_sections_nissl_neurons_quantitation,0.5
278,,,,,,
279,[Analysis],403,Sun_2012_sections_TH_neurons_quantitation,512,Taylor_2014_12m_sections_neurons_quantitation,0.5
280,,,,,,
281,[Analysis],731,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,540,Abdurakhmanova_2017_sections_NOS_neurons_quantitation,0.5
282,,,,,,
283,[Analysis],193,O'Kusky_1999_bl6-1_ultrathinsections_synapses_quantitation,192,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,0.5
284,,,,,,
285,[Analysis],450,Fukuda_1994_sections_neurons_quantitation,341,Horvath_2011_sections_TH_neurons_quantitation,0.5
286,,,,,,
287,[Analysis],525,Purisai_2007_graphdata_sections_neurons_quantitation,505,Komnig_2016b_sections_nissl_neurons_quantitation,0.5
288,,,,,,
289,[Analysis],374,Olson_2015_sections_CD11b_cells_quantitation,122,Hain_2016_sections_cells_quantitation,0.5
290,,,,,,
291,[Analysis],445,Chalimoniuk_2006_nNOS_sections_neurons_quantitation,202,Parish_2001_snc_NR_neurons_quantitations,0.5
292,,,,,,
293,[Analysis],539,Abdurakhmanova_2017_sections_ChAT_neurons_quantitation,695,Samadi_2013_13w_sections_neurons_quantitation,0.5
294,,,,,,
295,[Analysis],487,Tasselli_2013_sections_TH_neurons_quantitation,402,Sun_2012_sections_nissl_neurons_quantitation,0.5
296,,,,,,
297,[Analysis],319,NMO_Kellendonk_2013_slices_MSN_neurons_morphology,77,Baker_1980_BALB/cJ_sections_neuron_quantitation,0.5
298,,,,,,
299,[Analysis],319,NMO_Kellendonk_2013_slices_MSN_neurons_morphology,211,Rabchevsky_1998_sections_astrocytes_quantitation,0.5
300,,,,,,
301,[Analysis],319,NMO_Kellendonk_2013_slices_MSN_neurons_morphology,596,Dodds_2014_sections_neurons_quantitation,0.5
302,,,,,,
303,[Analysis],732,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,540,Abdurakhmanova_2017_sections_NOS_neurons_quantitation,0.5
304,,,,,,
305,[Analysis],343,Ip_2017_sections_TH_neurons_quantitation_stereology,395,Smeyne_2016_sections_designbased_TH_neurons_quantitation,0.5
306,,,,,,
307,[Analysis],382,Price_2009_sections_TH_neurons_quantitation,285,Hamre_1999_DBA/2J_sections_TH_neurons_quantitation,0.5
308,,,,,,
309,[Analysis],457,Hage_2016_juxta_slices_spines_quantitation,458,Hage_2016_live_slices_spines_quantitation,0.5
310,,,,,,
311,[Analysis],457,Hage_2016_juxta_slices_spines_quantitation,340,Hermann_2013_sections_TH_neurons_quantitation,0.5
312,,,,,,
313,[Analysis],192,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,193,O'Kusky_1999_bl6-1_ultrathinsections_synapses_quantitation,0.5
314,,,,,,
315,[Analysis],191,O'Kusky_1999_bl6-1_ultrathinsections_asym_synapses_quantitation,193,O'Kusky_1999_bl6-1_ultrathinsections_synapses_quantitation,0.5
316,,,,,,
317,[Analysis],311,Allen_PV_ISH_75457579_sections_PV_neurons_quantitation,317,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,0.5294117647058824
318,,,,,,
319,[Analysis],311,Allen_PV_ISH_75457579_sections_PV_neurons_quantitation,312,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,0.5294117647058824
320,,,,,,
321,[Analysis],311,Allen_PV_ISH_75457579_sections_PV_neurons_quantitation,316,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,0.5294117647058824
322,,,,,,
323,[Analysis],667,Peterson_1999_sections_ChAT_neurons_quantitation,668,Peterson_1999_sections_trka_neurons_quantitation,0.5555555555555556
324,,,,,,
325,[Analysis],442,Chadi_1993_sections_TH_neurons_quantitation,332,Chan_1997_sections_TH_cells_quantitation,0.5555555555555556
326,,,,,,
327,[Analysis],342,Ip_2017_sections_TH_neurons_quantitation_imageJ,396,Smeyne_2016_sections_modelbased_TH_neurons_quantitation,0.5555555555555556
328,,,,,,
329,[Analysis],443,Chadi_1993_sections_GFAP_cells_quantitation,332,Chan_1997_sections_TH_cells_quantitation,0.5555555555555556
330,,,,,,
331,[Analysis],446,Chalimoniuk_2006_TH_sections_neurons_quantitation,411,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,0.5555555555555556
332,,,,,,
333,[Analysis],446,Chalimoniuk_2006_TH_sections_neurons_quantitation,409,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,0.5555555555555556
334,,,,,,
335,[Analysis],668,Peterson_1999_sections_trka_neurons_quantitation,667,Peterson_1999_sections_ChAT_neurons_quantitation,0.5555555555555556
336,,,,,,
337,[Analysis],340,Hermann_2013_sections_TH_neurons_quantitation,656,Smith_2008_sections_PV_neurons_quantitation,0.5555555555555556
338,,,,,,
339,[Analysis],730,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,732,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,0.5555555555555556
340,,,,,,
341,[Analysis],243,Vidyadhara_2016_bl6_sections_calb_neurons_quantitation,411,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,0.5555555555555556
342,,,,,,
343,[Analysis],243,Vidyadhara_2016_bl6_sections_calb_neurons_quantitation,409,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,0.5555555555555556
344,,,,,,
345,[Analysis],731,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,732,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,0.5555555555555556
346,,,,,,
347,[Analysis],244,Vidyadhara_2016_CD1_sections_calb_neurons_quantitation,411,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,0.5555555555555556
348,,,,,,
349,[Analysis],244,Vidyadhara_2016_CD1_sections_calb_neurons_quantitation,409,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,0.5555555555555556
350,,,,,,
351,[Analysis],445,Chalimoniuk_2006_nNOS_sections_neurons_quantitation,446,Chalimoniuk_2006_TH_sections_neurons_quantitation,0.5555555555555556
352,,,,,,
353,[Analysis],484,Shaw_2010_sections_TH_neurons_quantitation,520,Breckenridge_2013_study4_sections_CV_neurons_quantitation,0.5555555555555556
354,,,,,,
355,[Analysis],732,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,731,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,0.5555555555555556
356,,,,,,
357,[Analysis],732,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation,730,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,0.5555555555555556
358,,,,,,
359,[Analysis],343,Ip_2017_sections_TH_neurons_quantitation_stereology,396,Smeyne_2016_sections_modelbased_TH_neurons_quantitation,0.5555555555555556
360,,,,,,
361,[Analysis],382,Price_2009_sections_TH_neurons_quantitation,273,Baquet_2009_sections_3d_TH_neurons_quantitation,0.5555555555555556
362,,,,,,
363,[Analysis],394,Simkins_2012_sections_TH_neurons_quantitation,242,Vadasz_2007_C4A6N_sections_TH_neuron_quantitation,0.5555555555555556
364,,,,,,
