,analysis1,id1,analysis2,id2,similarity
84,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,592,Filice_2016_wt_sections_VVA_neurons_quantitation,591,1.0
85,Filice_2016_PVEGFP_sections_PV_neurons_quantitation,589,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,592,1.0
86,Filice_2016_PVEGFP_sections_PV_neurons_quantitation,589,Filice_2016_wt_sections_VVA_neurons_quantitation,591,1.0
87,Filice_2016_wt_sections_PV_neurons_quantitation,590,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,592,1.0
88,Filice_2016_wt_sections_PV_neurons_quantitation,590,Filice_2016_wt_sections_VVA_neurons_quantitation,591,1.0
89,Gomes_2015_sections_Iba1_active_cells_quantitation,609,Gomes_2015_sections_Iba1_all_cells_quantitation,606,1.0
90,Gomes_2015_sections_Iba1_active_cells_quantitation,609,Gomes_2015_sections_Iba1_resting_cells_quantitation,608,1.0
91,Gomes_2015_sections_Iba1_resting_cells_quantitation,608,Gomes_2015_sections_Iba1_all_cells_quantitation,606,1.0
92,Gomes_2015_sections_Iba1_resting_cells_quantitation,608,Gomes_2015_sections_Iba1_active_cells_quantitation,609,1.0
93,Gomes_2015_sections_Iba1_all_cells_quantitation,606,Gomes_2015_sections_Iba1_resting_cells_quantitation,608,1.0
94,Gomes_2015_sections_Iba1_all_cells_quantitation,606,Gomes_2015_sections_Iba1_active_cells_quantitation,609,1.0
95,Goodliffe_2018_slices_vglut2_boutons_quantitation,614,Goodliffe_2018_slices_vglut1_boutons_quantitation,613,1.0
96,Goodliffe_2018_slices_vglut1_boutons_quantitation,613,Goodliffe_2018_slices_vglut2_boutons_quantitation,614,1.0
97,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,730,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,731,1.0
98,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation,731,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation,730,1.0
99,Lauber_2016_sections_VVA_neurons_quantitation,641,Lauber_2016_sections_PV_neurons_quantitation,642,1.0
100,Lauber_2016_sections_VVA_neurons_quantitation,641,Lauber_2018_sections_PV_neurons_quantitation,639,1.0
101,Lauber_2018_sections_PV_neurons_quantitation,639,Lauber_2016_sections_PV_neurons_quantitation,642,1.0
102,Lauber_2018_sections_PV_neurons_quantitation,639,Lauber_2016_sections_VVA_neurons_quantitation,641,1.0
103,Lauber_2016_sections_PV_neurons_quantitation,642,Lauber_2018_sections_PV_neurons_quantitation,639,1.0
104,Lauber_2016_sections_PV_neurons_quantitation,642,Lauber_2016_sections_VVA_neurons_quantitation,641,1.0
105,Lauber_2018_sections_VVA_quantitation,640,Lauber_2018_sections_PV_neurons_quantitation,639,1.0
106,Lauber_2018_sections_VVA_quantitation,640,Lauber_2016_sections_VVA_neurons_quantitation,641,1.0
107,Lawhorn_2008_sections_neurons_quantitation,644,Lawhorn_2009_sections_neurons_quantitation,643,1.0
108,Lawhorn_2009_sections_neurons_quantitation,643,Lawhorn_2008_sections_neurons_quantitation,644,1.0
109,Ren_2017_sections_D2_MSNs_quantitation,674,Ren_2017_sections_D1_MSNs_quantitation,673,1.0
110,Xu_2007_p20_sections_ppt_neurons_quantitation,734,Xu_2007_p30_sections_ppt_neurons_quantitation,735,1.0
111,Xu_2007_p20_sections_ppt_neurons_quantitation,734,Xu_2007_p10_sections_ppt_neurons_quantitation,733,1.0
112,Xu_2007_p10_sections_ppt_neurons_quantitation,733,Xu_2007_p30_sections_ppt_neurons_quantitation,735,1.0
113,Xu_2007_p10_sections_ppt_neurons_quantitation,733,Xu_2007_p20_sections_ppt_neurons_quantitation,734,1.0
114,Ren_2017_sections_D1_MSNs_quantitation,673,Ren_2017_sections_D2_MSNs_quantitation,674,1.0
115,Xu_2007_p30_sections_ppt_neurons_quantitation,735,Xu_2007_p10_sections_ppt_neurons_quantitation,733,1.0
116,Xu_2007_p30_sections_ppt_neurons_quantitation,735,Xu_2007_p20_sections_ppt_neurons_quantitation,734,1.0
117,Xu_2007_p60_sections_ppt_neurons_quantitation,736,Xu_2007_p10_sections_ppt_neurons_quantitation,733,1.0
118,Xu_2007_p60_sections_ppt_neurons_quantitation,736,Xu_2007_p20_sections_ppt_neurons_quantitation,734,1.0
119,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,Johnson_2010_mice_sections_neurons_quantitation,352,1.0
120,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
121,Johnson_2010_Wtmice_sections_neurons_quantitation,353,Johnson_2010_mice_sections_neurons_quantitation,352,1.0
122,Johnson_2010_Wtmice_sections_neurons_quantitation,353,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
123,Johnson_2010_mice_sections_neurons_quantitation,352,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
124,Johnson_2010_mice_sections_neurons_quantitation,352,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
125,Johnson_2010_mice_sections_TH_neurons_quantitation,345,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
126,Johnson_2010_mice_sections_TH_neurons_quantitation,345,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
127,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,337,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,336,1.0
128,Richter_2017_18m_sections_all_neurons_quantitation,385,Richter_2017_11m_sections_all_neurons_quantitation,384,1.0
129,Richter_2017_18m_sections_all_neurons_quantitation,385,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
130,Richter_2017_pups_sections_all_neurons_quantitation,389,Richter_2017_11m_sections_all_neurons_quantitation,384,1.0
131,Richter_2017_pups_sections_all_neurons_quantitation,389,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
132,Smeyne_2005_bl6_sections_CD11b_glia_quantitation,294,Smeyne_2005_SW_sections_CD11b_glia_quantitation,295,1.0
133,Smeyne_2005_SW_sections_GFAP_glia_quantitation,297,Smeyne_2005_bl6_sections_GFAP_glia_quantitation,296,1.0
134,Vidyadhara_2016_bl6_sections_calb_neurons_quantitation,243,Vidyadhara_2016_CD1_sections_calb_neurons_quantitation,244,1.0
135,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,355,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
136,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,355,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
137,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,409,Chalimoniuk_2006_TH_sections_neurons_quantitation,446,1.0
138,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,409,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,411,1.0
139,Smeyne_2005_SW_sections_CD11b_glia_quantitation,295,Smeyne_2005_bl6_sections_CD11b_glia_quantitation,294,1.0
140,Richter_2017_11m_sections_all_neurons_quantitation,384,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
141,Richter_2017_11m_sections_all_neurons_quantitation,384,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
142,Vidyadhara_2016_CD1_sections_calb_neurons_quantitation,244,Vidyadhara_2016_bl6_sections_calb_neurons_quantitation,243,1.0
143,Richter_2017_18m_sections_TH_neurons_quantitation,386,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
144,Richter_2017_18m_sections_TH_neurons_quantitation,386,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
145,Becker_2017_sections_TH_cells_quantitation,330,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
146,Becker_2017_sections_TH_cells_quantitation,330,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
147,Smeyne_2005_bl6_sections_GFAP_glia_quantitation,296,Smeyne_2005_SW_sections_GFAP_glia_quantitation,297,1.0
148,Smeyne_2005_SW_sections_S100b_glia_quantitation,299,Smeyne_2005_bl6_sections_S100b_glia_quantitation,298,1.0
149,Taylor_2014_12m_sections_neurons_quantitation,512,Taylor_2014_24m_sections_TH_neurons_quantitation,404,1.0
150,Taylor_2014_12m_sections_neurons_quantitation,512,Komnig_2016_24w_sections_TH_neurons_quantitation,363,1.0
151,Richter_2017_pups_sections_TH_neurons_quantitation,390,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
152,Richter_2017_pups_sections_TH_neurons_quantitation,390,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
153,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,336,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,337,1.0
154,Taylor_2014_6m_sections_TH_neurons_quantitation,406,Taylor_2014_24m_sections_TH_neurons_quantitation,404,1.0
155,Taylor_2014_6m_sections_TH_neurons_quantitation,406,Komnig_2016_24w_sections_TH_neurons_quantitation,363,1.0
156,Richter_2017_5w_sections_all_neurons_quantitation,388,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
157,Richter_2017_5w_sections_all_neurons_quantitation,388,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
158,Taylor_2014_18m_sections_neurons_quantitation,513,Taylor_2014_24m_sections_TH_neurons_quantitation,404,1.0
159,Taylor_2014_18m_sections_neurons_quantitation,513,Komnig_2016_24w_sections_TH_neurons_quantitation,363,1.0
160,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,348,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
161,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,348,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
162,Chalimoniuk_2006_TH_sections_neurons_quantitation,446,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,409,1.0
163,Chalimoniuk_2006_TH_sections_neurons_quantitation,446,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,411,1.0
164,Vidyadhara_2017_cd1_sections_th_neurons_quantitation,410,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,409,1.0
165,Vidyadhara_2017_cd1_sections_th_neurons_quantitation,410,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,411,1.0
166,Johnson_2010_mice_sections_Thneg_neurons_quantitation,349,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
167,Johnson_2010_mice_sections_Thneg_neurons_quantitation,349,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
168,Johnson_2010b_mouse_sections_neurons_quantitation,356,Johnson_2010_Wtmice_sections_neurons_quantitation,353,1.0
169,Johnson_2010b_mouse_sections_neurons_quantitation,356,Johnson_2010b_mouse_sections_TH_neurons_quantitation,354,1.0
170,Richter_2017_5w_sections_TH_neurons_quantitation,387,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
171,Richter_2017_5w_sections_TH_neurons_quantitation,387,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
172,Taylor_2014_12m_sections_TH_neurons_quantitation,510,Taylor_2014_24m_sections_TH_neurons_quantitation,404,1.0
173,Taylor_2014_12m_sections_TH_neurons_quantitation,510,Komnig_2016_24w_sections_TH_neurons_quantitation,363,1.0
174,Kang_2010_sections_TH_neurons_quantitation,360,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,409,1.0
175,Kang_2010_sections_TH_neurons_quantitation,360,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,411,1.0
176,Taylor_2014_24m_sections_neurons_quantitation,514,Taylor_2014_24m_sections_TH_neurons_quantitation,404,1.0
177,Taylor_2014_24m_sections_neurons_quantitation,514,Komnig_2016_24w_sections_TH_neurons_quantitation,363,1.0
178,Richter_2017_11m_sections_TH_neurons_quantitation,383,Richter_2017_pups_sections_all_neurons_quantitation,389,1.0
179,Richter_2017_11m_sections_TH_neurons_quantitation,383,Richter_2017_18m_sections_all_neurons_quantitation,385,1.0
180,Komnig_2016_14w_sections_TH_neurons_quantitation,362,Taylor_2014_24m_sections_TH_neurons_quantitation,404,1.0
181,Komnig_2016_14w_sections_TH_neurons_quantitation,362,Komnig_2016_24w_sections_TH_neurons_quantitation,363,1.0
182,Fauchey_2000_sections_PPA/D3_cells_quantitation,99,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation,100,1.0
183,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,Fauchey_2000_sections_PPA/D1_D1_cells_quantitation,93,1.0
184,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,Fauchey_2000_sections_PPA/D1_cells_quantitation,94,1.0
185,Fauchey_2000_sections_PPA/D3_PPA-/D3+_cells_quantitation,100,Fauchey_2000_sections_PPA/D3_cells_quantitation,99,1.0
186,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation,97,Fauchey_2000_sections_PPA/SP_cells_quantitation,98,1.0
187,Fauchey_2000_sections_PPA/D1_cells_quantitation,94,Fauchey_2000_sections_PPA/D1_D1_cells_quantitation,93,1.0
188,Fauchey_2000_sections_PPA/D1_cells_quantitation,94,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,1.0
189,Fauchey_2000_sections_PPA/D1_D1_cells_quantitation,93,Fauchey_2000_sections_PPA/D1_cells_quantitation,94,1.0
190,Fauchey_2000_sections_PPA/D1_D1_cells_quantitation,93,Fauchey_2000_sections_PPA/D1_PPA_cells_quantitation,92,1.0
191,Fauchey_2000_sections_PPA/SP_cells_quantitation,98,Fauchey_2000_sections_PPA/SP_SP_cells_quantitation,97,1.0
192,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,315,1.0
193,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,1.0
194,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,315,1.0
195,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,1.0
196,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,315,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,1.0
197,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,315,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,1.0
198,O'Kusky_1999_bl6-1_ultrathinsections_asym_synapses_quantitation,191,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,192,1.0
199,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,312,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,1.0
200,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,312,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,1.0
201,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,192,O'Kusky_1999_bl6-1_ultrathinsections_asym_synapses_quantitation,191,1.0
202,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,317,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,1.0
203,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,317,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,1.0
204,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,318,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,1.0
205,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,318,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,1.0
206,O'Kusky_1999_bl6-2_sections_neurons_quantitation,189,O'Kusky_1999_Sv_sections_neurons_quantitation,190,1.0
207,O'Kusky_1999_Sv_sections_neurons_quantitation,190,O'Kusky_1999_bl6-2_sections_neurons_quantitation,189,1.0
208,MBA Cell Type Atlas_SST:CR_brains_SST:CR_neurons_quantitation,313,MBA Cell Type Atlas_SST:nNOS_brains_SST:nNOS_neurons_quantitation,314,1.0
209,MBA Cell Type Atlas_SST:CR_brains_SST:CR_neurons_quantitation,313,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,316,1.0
210,Vadasz_2007_BALBc_sections_TH_neurons,239,Vadasz_2007_C4A6B_sections_TH_neuron_quantitation,241,1.0
211,Vadasz_2007_BALBc_sections_TH_neurons,239,Vadasz_2007_bl6_sections_TH_neurons_quantitation,240,1.0
212,Olson_2015_sections_TH_Thneg_neurons_quantitation,509,Olson_2015_sections_TH_neurons_quantitation,375,1.0
213,Vadasz_2007_bl6_sections_TH_neurons_quantitation,240,Vadasz_2007_C4A6B_sections_TH_neuron_quantitation,241,1.0
214,Vadasz_2007_bl6_sections_TH_neurons_quantitation,240,Vadasz_2007_BALBc_sections_TH_neurons,239,1.0
