,label,id1,analysis1,id2,analysis2,similarity
27,[Analysis],323,NMO_Spiga_2014_sections_MSN_neurons_morphology,225,Shen_2008_sections_MSN_thinspines_quantitation,0.2857142857142857
28,,,,,,
29,[Analysis],666,Normand_1987_sections_PPA_neurons_quantitation,620,Ihara_1986_adult_ultrathin_sections_DA_boutons_quantitation,0.2857142857142857
30,,,,,,
31,[Analysis],666,Normand_1987_sections_PPA_neurons_quantitation,621,Ihara_1986_young_ultrathin_DA_boutons_quantitation,0.2857142857142857
32,,,,,,
33,[Analysis],666,Normand_1987_sections_PPA_neurons_quantitation,622,Ihara_1986_young_ultrathin_nonDA_boutons_quantitation,0.2857142857142857
34,,,,,,
35,[Analysis],460,Ishida_2001_sections_TH_neurons_quantitation,453,Gomide_2005b_sections_TH_neurons_quantitation,0.3
36,,,,,,
37,[Analysis],124,Hardman_2002_sections_PV_neurons_quantitation,558,Canudas_2000_sections_neurons_quantitation,0.3
38,,,,,,
39,[Analysis],461,Ishida_2001_sections_cfos_neurons_quantitation,717,Van de Berg_2002_sections_neurons_quantitation,0.3
40,,,,,,
41,[Analysis],560,Cao_2013_males_sections_olig_cells_quantitation,645,Lee_2002_sections_CB_neurons_quantitation,0.3076923076923077
42,,,,,,
43,[Analysis],560,Cao_2013_males_sections_olig_cells_quantitation,647,Lee_2002_sections_PV_neurons_quantitation,0.3076923076923077
44,,,,,,
45,[Analysis],323,NMO_Spiga_2014_sections_MSN_neurons_morphology,277,Harris_1996_fisher_sections_TH_neurons_quantitation,0.3076923076923077
46,,,,,,
47,[Analysis],323,NMO_Spiga_2014_sections_MSN_neurons_morphology,278,Harris_1996_lewis_sections_TH_neurons_quantitation,0.3076923076923077
48,,,,,,
49,[Analysis],650,Lohr_2000_sections_cholinergic_neurons_quantitation,119,Guan_1999_sections_nNOS_neurons_quantitation,0.3076923076923077
50,,,,,,
51,[Analysis],559,Cao_2013_females_sections_olig_cells_quantitation,645,Lee_2002_sections_CB_neurons_quantitation,0.3076923076923077
52,,,,,,
53,[Analysis],559,Cao_2013_females_sections_olig_cells_quantitation,647,Lee_2002_sections_PV_neurons_quantitation,0.3076923076923077
54,,,,,,
55,[Analysis],647,Lee_2002_sections_PV_neurons_quantitation,652,Luk_2001_sections_PV_neurons_quantitation,0.3125
56,,,,,,
57,[Analysis],645,Lee_2002_sections_CB_neurons_quantitation,652,Luk_2001_sections_PV_neurons_quantitation,0.3125
58,,,,,,
59,[Analysis],646,Lee_2002_sections_CR_neurons_quantitation,652,Luk_2001_sections_PV_neurons_quantitation,0.3125
60,,,,,,
61,[Analysis],259,Wouterlood_2012_sections_vglut2_terminals_quantitation,261,Wouterlood_2012_sections_vgat_terminals_distribution,0.3157894736842105
62,,,,,,
63,[Analysis],259,Wouterlood_2012_sections_vglut2_terminals_quantitation,260,Wouterlood_2012_sections_vgat_terminals_quantitation,0.3157894736842105
64,,,,,,
65,[Analysis],460,Ishida_2001_sections_TH_neurons_quantitation,481,Rodrigues_2001_sections_TH_neurons_quantitation,0.3333333333333333
66,,,,,,
67,[Analysis],426,Bostanci_2008_sections_neurons_quantitation,276,Poirier_1983_sections_cells_quantitation,0.3333333333333333
68,,,,,,
69,[Analysis],650,Lohr_2000_sections_cholinergic_neurons_quantitation,116,Guan_1999_sections_calb_neurons_quantitation,0.3333333333333333
70,,,,,,
71,[Analysis],124,Hardman_2002_sections_PV_neurons_quantitation,125,Hardman_2002_sections_TH_cells_quantitation,0.3333333333333333
72,,,,,,
73,[Analysis],631,Laprade_1997_sections_ish_PPE_neurons_quantitation,742,Zheng_2018_ultrathin_D2_spines_quantitation,0.3333333333333333
74,,,,,,
75,[Analysis],428,Bostanci_2010_sections_neurons_quantitation,276,Poirier_1983_sections_cells_quantitation,0.3333333333333333
76,,,,,,
77,[Analysis],427,Bostanci_2013_sections_neurons_quantitation,524,Lorenc-Koci_2011_sections_CV_neurons_quantitation,0.3333333333333333
78,,,,,,
79,[Analysis],494,Zhao_2002_ultrathin_neurons_quantitation,552,Benes_1985_semithin_neurons_quantitation,0.3333333333333333
80,,,,,,
81,[Analysis],494,Zhao_2002_ultrathin_neurons_quantitation,439,Cao_2012_sham_POD7_sections_neurons_quantitation,0.3333333333333333
82,,,,,,
83,[Analysis],366,Liu_2004_sections_FGF1_neurons_quantitation,717,Van de Berg_2002_sections_neurons_quantitation,0.3333333333333333
84,,,,,,
85,[Analysis],367,Liu_2004_sections_FGF2_cells_quantitation,717,Van de Berg_2002_sections_neurons_quantitation,0.3333333333333333
86,,,,,,
87,[Analysis],461,Ishida_2001_sections_cfos_neurons_quantitation,481,Rodrigues_2001_sections_TH_neurons_quantitation,0.3333333333333333
88,,,,,,
89,[Analysis],470,Lorenc-Koci_2011_sections_TH_neurons_quantitation,454,Guyenet_1981_sections_DA_neurons_quantitation,0.3333333333333333
90,,,,,,
91,[Analysis],293,Oorschot_2013_ultrathin_MSN_synapses_quantitation,620,Ihara_1986_adult_ultrathin_sections_DA_boutons_quantitation,0.3333333333333333
92,,,,,,
93,[Analysis],293,Oorschot_2013_ultrathin_MSN_synapses_quantitation,263,Wouterlood_2012_sections_vglut2_distribution,0.3333333333333333
94,,,,,,
95,[Analysis],293,Oorschot_2013_ultrathin_MSN_synapses_quantitation,622,Ihara_1986_young_ultrathin_nonDA_boutons_quantitation,0.3333333333333333
96,,,,,,
97,[Analysis],224,Shen_2008_sections_MSN_spines_quantitation,393,Sanchez_2008_5m_sections_TH_neurons_quantitation,0.3333333333333333
98,,,,,,
99,[Analysis],652,Luk_2001_sections_PV_neurons_quantitation,691,Rymar_2004_sections_CR_neurons_quantitation,0.35714285714285715
100,,,,,,
101,[Analysis],128,Hussain_1996_sections_PV,204,Pickel_1998_sections_NPY_axonterminals_quantitation,0.36363636363636365
102,,,,,,
103,[Analysis],697,Saraceno_2012_sections_cb_neurons_quantitation,746,Luk_2001_sections_PV_neurons_distribution,0.36363636363636365
104,,,,,,
105,[Analysis],697,Saraceno_2012_sections_cb_neurons_quantitation,743,Zoli_1990_sections_GR_neurons_quantitation,0.36363636363636365
106,,,,,,
107,[Analysis],264,Yang_2008_sections_XPA_cells_quantitation,430,Bowenkamp_2000_old_sections_TH_neurons_quantitation,0.36363636363636365
108,,,,,,
109,[Analysis],264,Yang_2008_sections_XPA_cells_quantitation,429,Bowenkamp_2000_adult_sections_TH_neurons_quantitation,0.36363636363636365
110,,,,,,
111,[Analysis],186,Nair-Roberts_2008_sections_GAD_TH_TH_neurons_quantitation,432,Bukhatwa_2009_sections_FG_neurons_normal_quantitation,0.36363636363636365
112,,,,,,
113,[Analysis],186,Nair-Roberts_2008_sections_GAD_TH_TH_neurons_quantitation,433,Bukhatwa_2009_sections_FG_neurons_all_quantitation,0.36363636363636365
114,,,,,,
115,[Analysis],265,Yang_2008_sections_XPB_neurons_quantitation,430,Bowenkamp_2000_old_sections_TH_neurons_quantitation,0.36363636363636365
116,,,,,,
117,[Analysis],265,Yang_2008_sections_XPB_neurons_quantitation,429,Bowenkamp_2000_adult_sections_TH_neurons_quantitation,0.36363636363636365
118,,,,,,
119,[Analysis],744,Zoli_1990_sections_npy_neurons_quantitation,548,Andreassen_2000_sections_nadph_neurons_quantitation,0.36363636363636365
120,,,,,,
121,[Analysis],744,Zoli_1990_sections_npy_neurons_quantitation,558,Canudas_2000_sections_neurons_quantitation,0.36363636363636365
122,,,,,,
123,[Analysis],126,Hussain_1996_sections_CR_cells_quantitation,83,Chang_2010_sections_ENK_neurons_quantitation,0.36363636363636365
124,,,,,,
125,[Analysis],187,Nair-Roberts_2008_sections_GAD_TH_GAD_neuron_quantitation,432,Bukhatwa_2009_sections_FG_neurons_normal_quantitation,0.36363636363636365
126,,,,,,
127,[Analysis],187,Nair-Roberts_2008_sections_GAD_TH_GAD_neuron_quantitation,433,Bukhatwa_2009_sections_FG_neurons_all_quantitation,0.36363636363636365
128,,,,,,
129,[Analysis],179,Meredith_1989_sections_single_ChAT_neurons_distribution,649,Naito_1994_sections_boutons_quantitation,0.375
130,,,,,,
131,[Analysis],179,Meredith_1989_sections_single_ChAT_neurons_distribution,146,Lawrence_2012_sections_glia_quantitation,0.375
132,,,,,,
133,[Analysis],178,Meredith_1989_sections_single_ChAT_neurons_quantitation,649,Naito_1994_sections_boutons_quantitation,0.375
134,,,,,,
135,[Analysis],178,Meredith_1989_sections_single_ChAT_neurons_quantitation,146,Lawrence_2012_sections_glia_quantitation,0.375
136,,,,,,
137,[Analysis],111,German_1993_sections_TH_cells_quantitation,277,Harris_1996_fisher_sections_TH_neurons_quantitation,0.375
138,,,,,,
139,[Analysis],111,German_1993_sections_TH_cells_quantitation,419,Alexi_1996_sections_TH_neurons_quantitation,0.375
140,,,,,,
141,[Analysis],111,German_1993_sections_TH_cells_quantitation,278,Harris_1996_lewis_sections_TH_neurons_quantitation,0.375
142,,,,,,
143,[Analysis],493,Wild_2013_sections_th_neurons_quantitation,414,Vu_2000_pilot_sections_TH_neurons_quantitation,0.375
144,,,,,,
145,[Analysis],305,Sadek_2007_sections_outerneurons_boutons_quantitation,326,NMO_Henny_2013_ultrathin_VGAT_terminals_quantitation,0.375
146,,,,,,
147,[Analysis],304,Sadek_2007_sections_innerneurons_boutons_quantitation,326,NMO_Henny_2013_ultrathin_VGAT_terminals_quantitation,0.375
148,,,,,,
149,[Analysis],376,Oorschot_1996_sections_neurons_quantitation,324,NMO_Henny_2013_sections_TH_neurons_morphology,0.375
150,,,,,,
151,[Analysis],81,Burke_1990_sections_ChAT_cells_quantitation,558,Canudas_2000_sections_neurons_quantitation,0.375
152,,,,,,
153,[Analysis],123,Hardman_2002_sections_nissl_neurons_quantitation,558,Canudas_2000_sections_neurons_quantitation,0.375
154,,,,,,
155,[Analysis],604,Fukui_1989_sections_5HT_boutons_quantitation,548,Andreassen_2000_sections_nadph_neurons_quantitation,0.375
156,,,,,,
157,[Analysis],604,Fukui_1989_sections_5HT_boutons_quantitation,558,Canudas_2000_sections_neurons_quantitation,0.375
158,,,,,,
159,[Analysis],225,Shen_2008_sections_MSN_thinspines_quantitation,393,Sanchez_2008_5m_sections_TH_neurons_quantitation,0.375
160,,,,,,
161,[Analysis],224,Shen_2008_sections_MSN_spines_quantitation,473,Park_2006_sections_Dil_cells_quantitation,0.375
162,,,,,,
163,[Analysis],326,NMO_Henny_2013_ultrathin_VGAT_terminals_quantitation,304,Sadek_2007_sections_innerneurons_boutons_quantitation,0.375
164,,,,,,
165,[Analysis],258,Wouterlood_2012_sections_vglut1_boutons_quantitation,262,Wouterlood_2012_sections_vglut1_distribution,0.3888888888888889
166,,,,,,
167,[Analysis],259,Wouterlood_2012_sections_vglut2_terminals_quantitation,263,Wouterlood_2012_sections_vglut2_distribution,0.3888888888888889
168,,,,,,
169,[Analysis],221,Savchenko_2000_sections_S100-b_cells_quantitation,408,vanBregt_2012_th_sections_neurons_quantitation,0.4
170,,,,,,
171,[Analysis],524,Lorenc-Koci_2011_sections_CV_neurons_quantitation,454,Guyenet_1981_sections_DA_neurons_quantitation,0.4
172,,,,,,
173,[Analysis],222,Savchenko_2000_sections_LC1_cells_quantitation,408,vanBregt_2012_th_sections_neurons_quantitation,0.4
174,,,,,,
175,[Analysis],413,Vu_2000_sections_TH_neurons_quantitation,367,Liu_2004_sections_FGF2_cells_quantitation,0.4
176,,,,,,
177,[Analysis],413,Vu_2000_sections_TH_neurons_quantitation,366,Liu_2004_sections_FGF1_neurons_quantitation,0.4
178,,,,,,
179,[Analysis],697,Saraceno_2012_sections_cb_neurons_quantitation,421,Alexi_1996_sections_calb_neurons_quantitation,0.4
180,,,,,,
181,[Analysis],625,Ishimaru_1991_24m_sections_cells_quantitation,705,Sirinathsinghji_1991_sections_preenk_neurons_quantitation,0.4
182,,,,,,
183,[Analysis],625,Ishimaru_1991_24m_sections_cells_quantitation,568,Covey_2007_sections_neurons_quantitation,0.4
184,,,,,,
185,[Analysis],123,Hardman_2002_sections_nissl_neurons_quantitation,125,Hardman_2002_sections_TH_cells_quantitation,0.4
186,,,,,,
187,[Analysis],276,Poirier_1983_sections_cells_quantitation,454,Guyenet_1981_sections_DA_neurons_quantitation,0.4
188,,,,,,
189,[Analysis],276,Poirier_1983_sections_cells_quantitation,439,Cao_2012_sham_POD7_sections_neurons_quantitation,0.4
190,,,,,,
191,[Analysis],223,Savchenko_2000_sections_PT_cells_quantitation,408,vanBregt_2012_th_sections_neurons_quantitation,0.4
192,,,,,,
193,[Analysis],693,Salin_1990b_sections_som_cells_quantitation,705,Sirinathsinghji_1991_sections_preenk_neurons_quantitation,0.4
194,,,,,,
195,[Analysis],693,Salin_1990b_sections_som_cells_quantitation,624,Ijomone_2013_sections_neurons_quantitation,0.4
196,,,,,,
197,[Analysis],624,Ijomone_2013_sections_neurons_quantitation,552,Benes_1985_semithin_neurons_quantitation,0.4
198,,,,,,
199,[Analysis],366,Liu_2004_sections_FGF1_neurons_quantitation,413,Vu_2000_sections_TH_neurons_quantitation,0.4
200,,,,,,
201,[Analysis],367,Liu_2004_sections_FGF2_cells_quantitation,413,Vu_2000_sections_TH_neurons_quantitation,0.4
202,,,,,,
203,[Analysis],705,Sirinathsinghji_1991_sections_preenk_neurons_quantitation,552,Benes_1985_semithin_neurons_quantitation,0.4
204,,,,,,
205,[Analysis],626,Ishimaru_1991_8w_sections_cells_quantitation,705,Sirinathsinghji_1991_sections_preenk_neurons_quantitation,0.4
206,,,,,,
207,[Analysis],626,Ishimaru_1991_8w_sections_cells_quantitation,624,Ijomone_2013_sections_neurons_quantitation,0.4
208,,,,,,
209,[Analysis],648,Leventhal_2002_sections_DARPP_neurons_quantitation,266,Zoli_1993_sections_DARPP-32_neurons_quantitation,0.4
210,,,,,,
211,[Analysis],470,Lorenc-Koci_2011_sections_TH_neurons_quantitation,276,Poirier_1983_sections_cells_quantitation,0.4
212,,,,,,
213,[Analysis],228,Sizemore_2016_ultrathin_synapses_quantitation,227,Sizemore_2010_ultrathin_ChIN_synapses_quantitation,0.4
214,,,,,,
215,[Analysis],228,Sizemore_2016_ultrathin_synapses_quantitation,226,Sizemore_2010_ultrathin_IN_synapses_quantitation,0.4
216,,,,,,
217,[Analysis],245,Walker_2012_ultrathin_VGLUT1_terminals_quantitation,741,Zheng_2018_ultrathin_D1_spines_quantitation,0.4
218,,,,,,
219,[Analysis],245,Walker_2012_ultrathin_VGLUT1_terminals_quantitation,742,Zheng_2018_ultrathin_D2_spines_quantitation,0.4
220,,,,,,
221,[Analysis],246,Walker_2012_ultrathin_VGLUT1-_terminals_quantitation,741,Zheng_2018_ultrathin_D1_spines_quantitation,0.4
222,,,,,,
223,[Analysis],246,Walker_2012_ultrathin_VGLUT1-_terminals_quantitation,742,Zheng_2018_ultrathin_D2_spines_quantitation,0.4
224,,,,,,
225,[Analysis],379,Panneton_2010_sections_nissl_neurons_quantitation,125,Hardman_2002_sections_TH_cells_quantitation,0.4166666666666667
226,,,,,,
227,[Analysis],125,Hardman_2002_sections_TH_cells_quantitation,380,Passos_2012_sections_TH_neurons_quantitation,0.4166666666666667
228,,,,,,
229,[Analysis],125,Hardman_2002_sections_TH_cells_quantitation,379,Panneton_2010_sections_nissl_neurons_quantitation,0.4166666666666667
230,,,,,,
231,[Analysis],652,Luk_2001_sections_PV_neurons_quantitation,651,Luk_2001_sections_nissl_neurons_quantitation,0.4166666666666667
232,,,,,,
233,[Analysis],650,Lohr_2000_sections_cholinergic_neurons_quantitation,117,Guan_1999_sections_ChAT_neurons_quantitation,0.4166666666666667
234,,,,,,
235,[Analysis],692,Salin_1990_sections_som_neurons_quantitation,603,Fischer_1992_3m_sections_ChAT_neurons_quantitation,0.4166666666666667
236,,,,,,
237,[Analysis],690,Rodriguez_1999_ultrathin_spines_quantitation,231,Svingos_1999_ultrathin_KOR_terminals_quantitation,0.42857142857142855
238,,,,,,
239,[Analysis],135,Khudoerkov_2014_TH_neurons_quantitation,156,Lolova_1995_12m_sections_nissl_large_neurons_quantitation,0.42857142857142855
240,,,,,,
241,[Analysis],135,Khudoerkov_2014_TH_neurons_quantitation,154,Lolova_1995_12m_sections_nissl_small_neurons_quantitation,0.42857142857142855
242,,,,,,
243,[Analysis],493,Wild_2013_sections_th_neurons_quantitation,377,Pang_2016_brains_TH_neurons_quantitation,0.42857142857142855
244,,,,,,
245,[Analysis],493,Wild_2013_sections_th_neurons_quantitation,490,Walker_2012b_sections_Thneg_neurons_quantitation,0.42857142857142855
246,,,,,,
247,[Analysis],136,Khudoerkov_2014_TH-_neurons_quantitation,156,Lolova_1995_12m_sections_nissl_large_neurons_quantitation,0.42857142857142855
248,,,,,,
249,[Analysis],136,Khudoerkov_2014_TH-_neurons_quantitation,154,Lolova_1995_12m_sections_nissl_small_neurons_quantitation,0.42857142857142855
250,,,,,,
251,[Analysis],549,Andreassen_1999_sections_ppe_neurons_quantitation,234,Talavera_1997_mountedsections_strong_NADPHd_neurons_quantitation,0.42857142857142855
252,,,,,,
253,[Analysis],557,Butler_1999_ultrathin_asym_synapses_quantitation,237,Uryu_1999_ultrathin_asym_synapses_distribution,0.42857142857142855
254,,,,,,
255,[Analysis],376,Oorschot_1996_sections_neurons_quantitation,494,Zhao_2002_ultrathin_neurons_quantitation,0.42857142857142855
256,,,,,,
257,[Analysis],376,Oorschot_1996_sections_neurons_quantitation,552,Benes_1985_semithin_neurons_quantitation,0.42857142857142855
258,,,,,,
259,[Analysis],717,Van de Berg_2002_sections_neurons_quantitation,234,Talavera_1997_mountedsections_strong_NADPHd_neurons_quantitation,0.42857142857142855
260,,,,,,
261,[Analysis],717,Van de Berg_2002_sections_neurons_quantitation,233,Talavera_1997_mountedsections_weak_NADPHd_neurons_quantitation,0.42857142857142855
262,,,,,,
263,[Analysis],717,Van de Berg_2002_sections_neurons_quantitation,690,Rodriguez_1999_ultrathin_spines_quantitation,0.42857142857142855
264,,,,,,
265,[Analysis],82,Burke_1990_sections_ChAT_neurons_distribution,558,Canudas_2000_sections_neurons_quantitation,0.42857142857142855
266,,,,,,
267,[Analysis],81,Burke_1990_sections_ChAT_cells_quantitation,568,Covey_2007_sections_neurons_quantitation,0.42857142857142855
268,,,,,,
269,[Analysis],653,Meshul_1994_ultrathin_synapses_quantitation,717,Van de Berg_2002_sections_neurons_quantitation,0.42857142857142855
270,,,,,,
271,[Analysis],653,Meshul_1994_ultrathin_synapses_quantitation,719,Yoshikawa_2010_cvneun_sections_cv_neurons_quantitation,0.42857142857142855
272,,,,,,
273,[Analysis],742,Zheng_2018_ultrathin_D2_spines_quantitation,649,Naito_1994_sections_boutons_quantitation,0.42857142857142855
274,,,,,,
275,[Analysis],693,Salin_1990b_sections_som_cells_quantitation,595,Day-Wilson_2006_sections_neurons_quantitation,0.42857142857142855
276,,,,,,
277,[Analysis],604,Fukui_1989_sections_5HT_boutons_quantitation,568,Covey_2007_sections_neurons_quantitation,0.42857142857142855
278,,,,,,
279,[Analysis],494,Zhao_2002_ultrathin_neurons_quantitation,376,Oorschot_1996_sections_neurons_quantitation,0.42857142857142855
280,,,,,,
281,[Analysis],225,Shen_2008_sections_MSN_thinspines_quantitation,473,Park_2006_sections_Dil_cells_quantitation,0.42857142857142855
282,,,,,,
283,[Analysis],556,Butler_1999_ultrathin_sym_synapses_quantitation,237,Uryu_1999_ultrathin_asym_synapses_distribution,0.42857142857142855
284,,,,,,
285,[Analysis],595,Day-Wilson_2006_sections_neurons_quantitation,558,Canudas_2000_sections_neurons_quantitation,0.42857142857142855
286,,,,,,
287,[Analysis],741,Zheng_2018_ultrathin_D1_spines_quantitation,649,Naito_1994_sections_boutons_quantitation,0.42857142857142855
288,,,,,,
289,[Analysis],338,Grieb_2013_sections_TH_cells_quantitation,485,Stanic_2004_sections_neurons_quantitation,0.42857142857142855
290,,,,,,
291,[Analysis],499,Lawrence_2012_golgi_sections_spines_quantitation,133,Klenowski_2016_young_slices_MSN_spines_quantitation_shell,0.42857142857142855
292,,,,,,
293,[Analysis],127,Hussain_1996_sections_NADPHd_neurons,204,Pickel_1998_sections_NPY_axonterminals_quantitation,0.4444444444444444
294,,,,,,
295,[Analysis],463,Korkmaz_2012_sections_TH_neurons_quantitation,415,Winter_2007_sections_TH_neurons_quantitation,0.4444444444444444
296,,,,,,
297,[Analysis],414,Vu_2000_pilot_sections_TH_neurons_quantitation,413,Vu_2000_sections_TH_neurons_quantitation,0.4444444444444444
298,,,,,,
299,[Analysis],414,Vu_2000_pilot_sections_TH_neurons_quantitation,359,Johnson_2010b_rat_sections_Thneg_neurons_quantitation,0.4444444444444444
300,,,,,,
301,[Analysis],378,Panneton_2010_sections_TH_neurons_quantitation,472,Omelchenko_2016_sections_nissl_neurons_quantitation,0.4444444444444444
302,,,,,,
303,[Analysis],331,Champy_2003_sections_TH_neurons_quantitation,567,Champy_2003_sections_NPY_cells_quantitation,0.4444444444444444
304,,,,,,
305,[Analysis],331,Champy_2003_sections_TH_neurons_quantitation,563,Champy_2003_sections_chat_neurons_quantitation,0.4444444444444444
306,,,,,,
307,[Analysis],331,Champy_2003_sections_TH_neurons_quantitation,564,Champy_2003_sections_DARRP_neurons_quantitation,0.4444444444444444
308,,,,,,
309,[Analysis],413,Vu_2000_sections_TH_neurons_quantitation,414,Vu_2000_pilot_sections_TH_neurons_quantitation,0.4444444444444444
310,,,,,,
311,[Analysis],475,Park_2006_TH_nissl_sections_TH_neurons_quantitation,338,Grieb_2013_sections_TH_cells_quantitation,0.4444444444444444
312,,,,,,
313,[Analysis],474,Park_2006_TH_nissl_sections_neurons_quantitation,338,Grieb_2013_sections_TH_cells_quantitation,0.4444444444444444
314,,,,,,
315,[Analysis],420,Alexi_1996_sections_calr_neurons_quantitation,492,Westphal_2016_sections_th_neurons_quantitation,0.4444444444444444
316,,,,,,
317,[Analysis],692,Salin_1990_sections_som_neurons_quantitation,270,Cenci_1992_sections_c-fos_cells_quantitation,0.4444444444444444
318,,,,,,
319,[Analysis],270,Cenci_1992_sections_c-fos_cells_quantitation,181,Meade_2000_sections_NADPH_neurons_quantitation,0.4444444444444444
320,,,,,,
321,[Analysis],270,Cenci_1992_sections_c-fos_cells_quantitation,692,Salin_1990_sections_som_neurons_quantitation,0.4444444444444444
322,,,,,,
323,[Analysis],270,Cenci_1992_sections_c-fos_cells_quantitation,132,Kerkerian_1990_sections_NPY_neurons_quantitation,0.4444444444444444
324,,,,,,
325,[Analysis],595,Day-Wilson_2006_sections_neurons_quantitation,743,Zoli_1990_sections_GR_neurons_quantitation,0.4444444444444444
326,,,,,,
327,[Analysis],648,Leventhal_2002_sections_DARPP_neurons_quantitation,302,Barcia_2012_sections_NADPH_neurons_quantitation,0.4444444444444444
328,,,,,,
329,[Analysis],648,Leventhal_2002_sections_DARPP_neurons_quantitation,269,Zoli_1993_sections_nissl_neurons_quantitation,0.4444444444444444
330,,,,,,
331,[Analysis],83,Chang_2010_sections_ENK_neurons_quantitation,127,Hussain_1996_sections_NADPHd_neurons,0.4444444444444444
332,,,,,,
333,[Analysis],338,Grieb_2013_sections_TH_cells_quantitation,474,Park_2006_TH_nissl_sections_neurons_quantitation,0.4444444444444444
334,,,,,,
335,[Analysis],338,Grieb_2013_sections_TH_cells_quantitation,475,Park_2006_TH_nissl_sections_TH_neurons_quantitation,0.4444444444444444
336,,,,,,
337,[Analysis],421,Alexi_1996_sections_calb_neurons_quantitation,492,Westphal_2016_sections_th_neurons_quantitation,0.4444444444444444
338,,,,,,
339,[Analysis],84,Chang_2010_sections_DYN_neurons_quantitation,127,Hussain_1996_sections_NADPHd_neurons,0.4444444444444444
340,,,,,,
341,[Analysis],226,Sizemore_2010_ultrathin_IN_synapses_quantitation,679,Roberts_2001_ultrathin_synapses_sym_quantitation,0.4444444444444444
342,,,,,,
343,[Analysis],226,Sizemore_2010_ultrathin_IN_synapses_quantitation,678,Roberts_2001_ultrathin_synapses_asym_quantitation,0.4444444444444444
344,,,,,,
345,[Analysis],227,Sizemore_2010_ultrathin_ChIN_synapses_quantitation,679,Roberts_2001_ultrathin_synapses_sym_quantitation,0.4444444444444444
346,,,,,,
347,[Analysis],227,Sizemore_2010_ultrathin_ChIN_synapses_quantitation,678,Roberts_2001_ultrathin_synapses_asym_quantitation,0.4444444444444444
348,,,,,,
349,[Analysis],229,Sizemore_2016_ultrathin_synapses_asym_quantitation,227,Sizemore_2010_ultrathin_ChIN_synapses_quantitation,0.4444444444444444
350,,,,,,
351,[Analysis],229,Sizemore_2016_ultrathin_synapses_asym_quantitation,226,Sizemore_2010_ultrathin_IN_synapses_quantitation,0.4444444444444444
352,,,,,,
353,[Analysis],689,Rodriguez_1999_ultrathin_synapses_asym_quantitation,702,Sharpe_1998_P10_ultrathin_synapses_quantitation,0.4444444444444444
354,,,,,,
355,[Analysis],689,Rodriguez_1999_ultrathin_synapses_asym_quantitation,704,Sharpe_1998_P21_ultrathin_synapses_quantitation,0.4444444444444444
356,,,,,,
357,[Analysis],131,Itzev_2008_ultrathinsections_DS,681,Roberts_1995b_ultrathin_synapses_sym_quantitation,0.4444444444444444
358,,,,,,
359,[Analysis],131,Itzev_2008_ultrathinsections_DS,682,Roberts_1995b_ultrathin_synapses_asym_quantitation,0.4444444444444444
360,,,,,,
361,[Analysis],131,Itzev_2008_ultrathinsections_DS,704,Sharpe_1998_P21_ultrathin_synapses_quantitation,0.4444444444444444
362,,,,,,
363,[Analysis],627,Johnston_1987_sections_chat_neurons_quantitation,167,Loescher_2006_sections_GAD67light_mRNA_neurons_quantitation,0.45454545454545453
364,,,,,,
