ID,Phenotype_name,Phenotype_category,Ontological_identifier,Derived_data_record,Derived_data_record_name
14,Expression_tyrosine hydroxylase,4,ILX:0112125,284,Hamre_1999_DBA/1J_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,285,Hamre_1999_DBA/2J_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,286,Hamre_1999_Swiss_sections_TH_neuron_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,300,Zaborszky_2001_C4A6_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,301,Zaborszky_2001_CXBI_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,324,NMO_Henny_2013_sections_TH_neurons_morphology
14,Expression_tyrosine hydroxylase,4,ILX:0112125,330,Becker_2017_sections_TH_cells_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,331,Champy_2003_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,332,Chan_1997_sections_TH_cells_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,336,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,337,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,338,Grieb_2013_sections_TH_cells_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,339,Gross_2003_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,340,Hermann_2013_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,341,Horvath_2011_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,342,Ip_2017_sections_TH_neurons_quantitation_imageJ
14,Expression_tyrosine hydroxylase,4,ILX:0112125,343,Ip_2017_sections_TH_neurons_quantitation_stereology
14,Expression_tyrosine hydroxylase,4,ILX:0112125,344,Janis_2008_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,345,Johnson_2010_mice_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,346,Johnson_2010_rats_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,354,Johnson_2010b_mouse_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,358,Johnson_2010b_rat_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,360,Kang_2010_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,361,Kincaid_2001_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,362,Komnig_2016_14w_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,363,Komnig_2016_24w_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,364,Komnig_2016b_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,365,Lieb_1996_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,369,Ma_2009_mountedsections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,371,McCormack_2002_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,375,Olson_2015_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,377,Pang_2016_brains_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,378,Panneton_2010_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,380,Passos_2012_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,382,Price_2009_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,383,Richter_2017_11m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,386,Richter_2017_18m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,387,Richter_2017_5w_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,390,Richter_2017_pups_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,391,Sanchez_2008_22m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,392,Sanchez_2008_30m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,393,Sanchez_2008_5m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,394,Simkins_2012_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,395,Smeyne_2016_sections_designbased_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,396,Smeyne_2016_sections_modelbased_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,397,Song_2012_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,399,Stayte_2015_sham_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,400,Stayte_2015_shamveh_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,403,Sun_2012_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,404,Taylor_2014_24m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,405,Taylor_2014_30m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,406,Taylor_2014_6m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,408,vanBregt_2012_th_sections_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,409,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,410,Vidyadhara_2017_cd1_sections_th_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,411,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,413,Vu_2000_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,414,Vu_2000_pilot_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,415,Winter_2007_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,416,Aguirre_1999_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,419,Alexi_1996_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,422,Andrews_2005_G1_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,425,Back_2013_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,429,Bowenkamp_2000_adult_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,430,Bowenkamp_2000_old_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,431,Breckenridge_2013_study5_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,441,Carta_2011_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,442,Chadi_1993_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,446,Chalimoniuk_2006_TH_sections_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,447,Depboylu_2013_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,449,Fukuda_1994_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,453,Gomide_2005b_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,458,Hage_2016_live_slices_spines_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,460,Ishida_2001_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,463,Korkmaz_2012_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,470,Lorenc-Koci_2011_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,471,Omelchenko_2016_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,475,Park_2006_TH_nissl_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,477,Ratzka_2012_P0_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,478,Ratzka_2012_P28_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,481,Rodrigues_2001_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,482,Saal_2015_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,484,Shaw_2010_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,485,Stanic_2004_sections_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,486,Sunstr�m_1987_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,487,Tasselli_2013_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,488,Tatenhorst_2014_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,490,Walker_2012b_sections_Thneg_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,491,Walters_1999_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,492,Westphal_2016_sections_th_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,493,Wild_2013_sections_th_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,495,Eilam_2003_TH_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,496,Eilam_2003_1m_TH_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,497,Eilam_2003_2m_TH_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,500,McNeill_1990_25m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,501,McNeill_1990_30m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,503,McNeill_1990_10m_sections_TH_neurons_quantitation_2
14,Expression_tyrosine hydroxylase,4,ILX:0112125,506,Lieb_1996_P14_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,508,Lieb_1996_P63_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,507,Lieb_1996_P28_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,510,Taylor_2014_12m_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,517,Breckenridge_2013_study4_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,522,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,526,Purisai_2007_graphdata_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,531,Tatenhorst_2014_140_sections_th_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,553,Busceti_2008_PN1_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,554,Busceti_2008_PN16_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,555,Busceti_2008_PN8_sections_TH_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,597,Dos Santos_2018_sections_TH_boutons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,619,Ibanez-Sandoval_2010_sections_th_neurons_quantitation
14,Expression_tyrosine hydroxylase,4,ILX:0112125,687,Rodrigues_2001_sections_TH_striatal_boutons_quantitation
15,Expression_glutamate receptor 1,4,NLXMOL:20090504,57,Ariano_1997_sections_GluR1double_GluR1_neuron_quantitation_1
15,Expression_glutamate receptor 1,4,NLXMOL:20090504,69,Ariano_1997_sections_D1A_GluR1_GluR1_neuron_quantitation_2
15,Expression_glutamate receptor 1,4,NLXMOL:20090504,70,Ariano_1997_sections_D2_GluR1_GluR1_neuron_quantitation_3
16,Expression_glutamate receptor 1 mRNA,4,,58,Ariano_1997_sections_GluR1double_GluR1_mRNA_neuron_quantitation_1
16,Expression_glutamate receptor 1 mRNA,4,,64,Ariano_1997_sections_GluR1_D1A_GluR1_mRNA_neuron_quantitation_2
16,Expression_glutamate receptor 1 mRNA,4,,65,Ariano_1997_sections_GluR1_D2_GluR1_mRNA_neuron_quantitation_3
